,page,source,appereance
5190,Zora's_Domain.html,wikia,The_Legend_of_Zelda__The_Wind_Waker.html
5191,Zora's_Domain.html,wikia,The_Legend_of_Zelda__Twilight_Princess.html
5192,Zora's_Domain.html,wikia,The_Legend_of_Zelda__A_Link_Between_Worlds.html
5193,Zora's_Domain.html,wikia,The_Legend_of_Zelda__Breath_of_the_Wild.html
5194,Zora's_Flippers.html,wikia,The_Legend_of_Zelda__A_Link_to_the_Past.html
5195,Zora's_Flippers.html,wikia,The_Legend_of_Zelda__Link%27s_Awakening.html
5196,Zora's_Flippers.html,wikia,The_Legend_of_Zelda__Oracle_of_Ages.html
5197,Zora's_Flippers.html,wikia,The_Legend_of_Zelda__Oracle_of_Seasons.html
5198,Zora's_Flippers.html,wikia,The_Legend_of_Zelda__The_Minish_Cap.html
5199,Zora's_Flippers.html,wikia,The_Legend_of_Zelda__A_Link_Between_Worlds.html
5200,Zora's_River.html,wikia,The_Legend_of_Zelda__Ocarina_of_Time.html
5201,Zora's_River.html,wikia,The_Legend_of_Zelda__Twilight_Princess.html
5202,Zora's_River.html,wikia,The_Legend_of_Zelda__Breath_of_the_Wild.html
5203,Zora's_Waterfall.html,wikia,The_Legend_of_Zelda__A_Link_to_the_Past.html
5204,Zora's_Waterfall.html,wikia,The_Legend_of_Zelda__A_Link_Between_Worlds.html
5205,Zora.html,wikia,The_Legend_of_Zelda__Ocarina_of_Time.html
5206,Zora.html,wikia,The_Legend_of_Zelda__Majora%27s_Mask.html
5207,Zora.html,wikia,The_Legend_of_Zelda__Oracle_of_Ages.html
5208,Zora.html,wikia,The_Legend_of_Zelda__Oracle_of_Seasons.html
5209,Zora.html,wikia,The_Legend_of_Zelda__The_Wind_Waker.html
5210,Zora.html,wikia,The_Legend_of_Zelda__Twilight_Princess.html
5211,Zora.html,wikia,The_Legend_of_Zelda__Breath_of_the_Wild.html
5212,Zora_Armor.html,wikia,The_Legend_of_Zelda__Twilight_Princess.html
5213,Zora_Armor.html,wikia,The_Legend_of_Zelda__Breath_of_the_Wild.html
5214,Zora_Falls.html,wikia,The_Legend_of_Zelda__Ocarina_of_Time.html
5215,Zora_Falls.html,wikia,The_Legend_of_Zelda__The_Wind_Waker.html
5216,Zora_Falls.html,wikia,The_Legend_of_Zelda__Twilight_Princess.html
5217,Zora_Falls.html,wikia,The_Legend_of_Zelda__A_Link_Between_Worlds.html
5218,Zora_Falls.html,wikia,The_Legend_of_Zelda__Breath_of_the_Wild.html
5219,Zora_Mask.html,wikia,The_Legend_of_Zelda__Ocarina_of_Time.html
5220,Zora_Mask.html,wikia,The_Legend_of_Zelda__Majora%27s_Mask.html
5221,Zora_Scale.html,wikia,The_Legend_of_Zelda__Oracle_of_Ages.html
5222,Zora_Scale.html,wikia,The_Legend_of_Zelda__Phantom_Hourglass.html
5223,Zora_Scale.html,wikia,The_Legend_of_Zelda__Tri_Force_Heroes.html
5224,Zora_Scale_(Hyrule_Warriors).html,wikia,Hyrule_Warriors_Legends.html
5225,Zora_Shop.html,wikia,The_Legend_of_Zelda__Ocarina_of_Time.html
5226,Zora_Shop.html,wikia,The_Legend_of_Zelda__Majora%27s_Mask.html
5227,Zora_Warrior.html,wikia,The_Legend_of_Zelda__Phantom_Hourglass.html
5228,Zora_Warrior.html,wikia,The_Legend_of_Zelda__Spirit_Tracks.html
5229,Zuko.html,wikia,The_Legend_of_Zelda__The_Wind_Waker.html
5230,Zuko.html,wikia,The_Legend_of_Zelda__Four_Swords_Adventures.html
5231,Zuko.html,wikia,The_Legend_of_Zelda__Phantom_Hourglass.html
5232,Zuna_Kai_Shrine.html,wikia,The_Legend_of_Zelda__Breath_of_the_Wild.html
5233,___.html,wikia,The_Legend_of_Zelda__Majora%27s_Mask.html
5234,___.html,wikia,The_Legend_of_Zelda__Oracle_of_Ages.html
5235,2nd_Potion.html,gamepedia,The_Legend_of_Zelda_(Game).html
5236,8-Bit_Arrow.html,gamepedia,Hyrule_Warriors.html
5237,8-Bit_Arrow.html,gamepedia,Hyrule_Warriors_Legends.html
5238,8-Bit_Book_of_Magic.html,gamepedia,Hyrule_Warriors.html
5239,8-Bit_Book_of_Magic.html,gamepedia,Hyrule_Warriors_Legends.html
5240,8-Bit_Boomerang_.html,gamepedia,Hyrule_Warriors.html
5241,8-Bit_Boomerang_.html,gamepedia,Hyrule_Warriors_Legends.html
5242,8-Bit_Candle.html,gamepedia,The_Legend_of_Zelda__Link%27s_Awakening.html
5243,8-Bit_Candle.html,gamepedia,The_Legend_of_Zelda_(Game).html
5244,8-Bit_Candle.html,gamepedia,Hyrule_Warriors.html
5245,8-Bit_Clock.html,gamepedia,The_Legend_of_Zelda__Phantom_Hourglass.html
5246,8-Bit_Clock.html,gamepedia,The_Legend_of_Zelda__Tri_Force_Heroes.html
5247,8-Bit_Clock.html,gamepedia,The_Legend_of_Zelda__Oracle_of_Ages.html
5248,8-Bit_Clock.html,gamepedia,The_Legend_of_Zelda__Ocarina_of_Time.html
5249,8-Bit_Clock.html,gamepedia,Hyrule_Warriors.html
5250,8-Bit_Clock.html,gamepedia,Hyrule_Warriors_Legends.html
5251,8-Bit_Compass.html,gamepedia,Hyrule_Warriors.html
5252,8-Bit_Compass.html,gamepedia,Hyrule_Warriors_Legends.html
5253,8-Bit_Fairy.html,gamepedia,Hyrule_Warriors.html
5254,8-Bit_Fairy.html,gamepedia,Hyrule_Warriors_Legends.html
5255,8-Bit_Food.html,gamepedia,The_Legend_of_Zelda__Four_Swords_Adventures.html
5256,8-Bit_Food.html,gamepedia,The_Legend_of_Zelda__A_Link_Between_Worlds.html
5257,8-Bit_Food.html,gamepedia,The_Legend_of_Zelda__A_Link_to_the_Past.html
5258,8-Bit_Food.html,gamepedia,The_Legend_of_Zelda__Tri_Force_Heroes.html
5259,8-Bit_Food.html,gamepedia,Zelda_II__The_Adventure_of_Link.html
5260,8-Bit_Food.html,gamepedia,The_Legend_of_Zelda__Phantom_Hourglass.html
5261,8-Bit_Food.html,gamepedia,The_Legend_of_Zelda__The_Wind_Waker.html
5262,8-Bit_Food.html,gamepedia,The_Legend_of_Zelda__Breath_of_the_Wild.html
5263,8-Bit_Food.html,gamepedia,Hyrule_Warriors.html
5264,8-Bit_Food.html,gamepedia,Hyrule_Warriors_Legends.html
5265,8-Bit_Food.html,gamepedia,Zelda%27s_Adventure.html
5266,8-Bit_Food.html,gamepedia,BS_The_Legend_of_Zelda__Ancient_Stone_Tablets.html
5267,8-Bit_Magic_Boomerang.html,gamepedia,Hyrule_Warriors.html
5268,8-Bit_Magic_Boomerang.html,gamepedia,Hyrule_Warriors_Legends.html
5269,8-Bit_Magical_Key.html,gamepedia,Hyrule_Warriors.html
5270,8-Bit_Magical_Key.html,gamepedia,Hyrule_Warriors_Legends.html
5271,8-Bit_Magical_Rod_.html,gamepedia,Hyrule_Warriors.html
5272,8-Bit_Magical_Rod_.html,gamepedia,Hyrule_Warriors_Legends.html
5273,8-Bit_Magical_Sword_.html,gamepedia,Hyrule_Warriors.html
5274,8-Bit_Magical_Sword_.html,gamepedia,Hyrule_Warriors_Legends.html
5275,8-Bit_Power_Bracelet.html,gamepedia,The_Legend_of_Zelda__Ocarina_of_Time.html
5276,8-Bit_Power_Bracelet.html,gamepedia,Hyrule_Warriors.html
5277,8-Bit_Power_Bracelet.html,gamepedia,Hyrule_Warriors_Legends.html
5278,8-Bit_Recorder.html,gamepedia,Hyrule_Warriors.html
5279,8-Bit_Recorder.html,gamepedia,Hyrule_Warriors_Legends.html
5280,8-Bit_Red_Ring.html,gamepedia,Hyrule_Warriors.html
5281,8-Bit_Red_Ring.html,gamepedia,Hyrule_Warriors_Legends.html
5282,8-Bit_Rupee.html,gamepedia,Hyrule_Warriors.html
5283,8-Bit_Rupee.html,gamepedia,Hyrule_Warriors_Legends.html
5284,8-Bit_Silver_Arrow.html,gamepedia,Hyrule_Warriors.html
5285,8-Bit_Silver_Arrow.html,gamepedia,Hyrule_Warriors_Legends.html
5286,8-Bit_Stepladder.html,gamepedia,Hyrule_Warriors.html
5287,8-Bit_Stepladder.html,gamepedia,Hyrule_Warriors_Legends.html
5288,8-Bit_Stepladder.html,gamepedia,Zelda%27s_Adventure.html
5289,8-Bit_White_Sword_.html,gamepedia,Hyrule_Warriors.html
5290,8-Bit_White_Sword_.html,gamepedia,Hyrule_Warriors_Legends.html
5291,8-Bit_Wooden_Sword.html,gamepedia,Hyrule_Warriors.html
5292,8-Bit_Wooden_Sword.html,gamepedia,Hyrule_Warriors_Legends.html
5293,8-Bit_Wooden_Sword.html,gamepedia,Hyrule_Warriors__Definitive_Edition.html
5294,A_New_Day.html,gamepedia,The_Legend_of_Zelda__Majora%27s_Mask.html
5295,A_Premonition.html,gamepedia,The_Legend_of_Zelda__Breath_of_the_Wild.html
5296,Aba.html,gamepedia,Freshly-Picked_Tingle%27s_Rosy_Rupeeland.html
5297,Abe.html,gamepedia,The_Legend_of_Zelda__The_Wind_Waker.html
5298,Abominom.html,gamepedia,Link__The_Faces_of_Evil.html
5299,Abyss_of_Agony.html,gamepedia,The_Legend_of_Zelda__Tri_Force_Heroes.html
5300,Ache.html,gamepedia,Zelda_II__The_Adventure_of_Link.html
5301,Ache.html,gamepedia,The_Legend_of_Zelda_(TV_Series).html
5302,Acheman.html,gamepedia,Zelda_II__The_Adventure_of_Link.html
5303,Acorn.html,gamepedia,The_Legend_of_Zelda__Breath_of_the_Wild.html
5304,Acro-Bandits.html,gamepedia,The_Legend_of_Zelda__The_Minish_Cap.html
5305,Adlar.html,gamepedia,The_Legend_of_Zelda__Oracle_of_Ages.html
5306,Adult's_Wallet.html,gamepedia,The_Legend_of_Zelda__The_Minish_Cap.html
5307,Adult's_Wallet.html,gamepedia,The_Legend_of_Zelda__Skyward_Sword.html
5308,Adult's_Wallet.html,gamepedia,The_Legend_of_Zelda__Majora%27s_Mask.html
5309,Adult's_Wallet.html,gamepedia,The_Legend_of_Zelda__Ocarina_of_Time.html
5310,Adult's_Wallet.html,gamepedia,The_Legend_of_Zelda__The_Wind_Waker.html
5311,Adult's_Wallet.html,gamepedia,The_Legend_of_Zelda__Twilight_Princess.html
5312,Adult's_Wallet.html,gamepedia,BS_The_Legend_of_Zelda.html
5313,Adult's_Wallet.html,gamepedia,BS_The_Legend_of_Zelda__Ancient_Stone_Tablets.html
5314,Adult's_Wallet.html,gamepedia,Freshly-Picked_Tingle%27s_Rosy_Rupeeland.html
5315,Adult_Link.html,gamepedia,The_Legend_of_Zelda__The_Minish_Cap.html
5316,Adult_Link.html,gamepedia,The_Legend_of_Zelda__Four_Swords_Adventures.html
5317,Adult_Link.html,gamepedia,The_Legend_of_Zelda__A_Link_Between_Worlds.html
5318,Adult_Link.html,gamepedia,The_Legend_of_Zelda__Skyward_Sword.html
5319,Adult_Link.html,gamepedia,The_Legend_of_Zelda__A_Link_to_the_Past.html
5320,Adult_Link.html,gamepedia,The_Legend_of_Zelda_(Game).html
5321,Adult_Link.html,gamepedia,The_Legend_of_Zelda__Tri_Force_Heroes.html
5322,Adult_Link.html,gamepedia,Zelda_II__The_Adventure_of_Link.html
5323,Adult_Link.html,gamepedia,The_Legend_of_Zelda__Majora%27s_Mask.html
5324,Adult_Link.html,gamepedia,The_Legend_of_Zelda__Ocarina_of_Time.html
5325,Adult_Link.html,gamepedia,The_Legend_of_Zelda__Link%27s_Awakening.html
5326,Adult_Link.html,gamepedia,The_Legend_of_Zelda__Oracle_of_Ages.html
5327,Adult_Link.html,gamepedia,The_Legend_of_Zelda__Phantom_Hourglass.html
5328,Adult_Link.html,gamepedia,The_Legend_of_Zelda__The_Wind_Waker.html
5329,Adult_Link.html,gamepedia,The_Legend_of_Zelda__Spirit_Tracks.html
5330,Adult_Link.html,gamepedia,The_Legend_of_Zelda__Breath_of_the_Wild.html
5331,Adult_Link.html,gamepedia,The_Legend_of_Zelda__Oracle_of_Seasons.html
5332,Adult_Link.html,gamepedia,The_Legend_of_Zelda__Four_Swords.html
5333,Adult_Link.html,gamepedia,The_Legend_of_Zelda__Twilight_Princess.html
5334,Adult_Link.html,gamepedia,Super_Smash_Bros-2.html
5335,Adult_Link.html,gamepedia,Zelda%27s_Adventure.html
5336,Adult_Link.html,gamepedia,Super_Smash_Bros-4.html
5337,Adult_Link.html,gamepedia,Soulcalibur_II.html
5338,Adult_Link.html,gamepedia,Link%27s_Crossbow_Training.html
5339,Adult_Link.html,gamepedia,Link__The_Faces_of_Evil.html
5340,Adult_Link.html,gamepedia,Super_Smash_Bros._for_Nintendo_3DS/Wii_U.html
5341,Adult_Link.html,gamepedia,Hyrule_Warriors.html
5342,Adult_Link.html,gamepedia,Super_Smash_Bros-3.html
5343,Adult_Link.html,gamepedia,The_Legend_of_Zelda_(TV_Series).html
5344,Adult_Link.html,gamepedia,Zelda__The_Wand_of_Gamelon.html
5345,Adult_Link.html,gamepedia,BS_The_Legend_of_Zelda__Ancient_Stone_Tablets.html
5346,Adult_Link.html,gamepedia,The_Legend_of_Zelda_Game_Watch.html
5347,Adult_Link.html,gamepedia,Zelda_(Game_%26_Watch).html
5348,Adult_Link.html,gamepedia,BS_The_Legend_of_Zelda.html
5349,Adult_Link.html,gamepedia,Mario_Kart_8.html
5350,Adult_Wallet.html,gamepedia,The_Legend_of_Zelda__The_Minish_Cap.html
5351,Adult_Wallet.html,gamepedia,The_Legend_of_Zelda__Skyward_Sword.html
5352,Adult_Wallet.html,gamepedia,The_Legend_of_Zelda__Majora%27s_Mask.html
5353,Adult_Wallet.html,gamepedia,The_Legend_of_Zelda__Ocarina_of_Time.html
5354,Adult_Wallet.html,gamepedia,The_Legend_of_Zelda__The_Wind_Waker.html
5355,Adult_Wallet.html,gamepedia,The_Legend_of_Zelda__Twilight_Princess.html
5356,Adult_Wallet.html,gamepedia,BS_The_Legend_of_Zelda.html
5357,Adult_Wallet.html,gamepedia,BS_The_Legend_of_Zelda__Ancient_Stone_Tablets.html
5358,Adult_Wallet.html,gamepedia,Freshly-Picked_Tingle%27s_Rosy_Rupeeland.html
5359,Adventure_Log.html,gamepedia,The_Legend_of_Zelda__Breath_of_the_Wild.html
5360,Adventure_Map.html,gamepedia,Hyrule_Warriors.html
5361,Adventure_Map.html,gamepedia,Hyrule_Warriors_Legends.html
5362,Adventure_Mode.html,gamepedia,Hyrule_Warriors.html
5363,Adventure_Mode.html,gamepedia,Hyrule_Warriors_Legends.html
5364,Adventure_Pouch.html,gamepedia,The_Legend_of_Zelda__A_Link_Between_Worlds.html
5365,Adventure_Pouch.html,gamepedia,The_Legend_of_Zelda__Skyward_Sword.html
5366,Aeralfos.html,gamepedia,The_Legend_of_Zelda__Tri_Force_Heroes.html
5367,Aeralfos.html,gamepedia,The_Legend_of_Zelda__Twilight_Princess.html
5368,Aeralfos.html,gamepedia,Link%27s_Crossbow_Training.html
5369,Aeralfos.html,gamepedia,Hyrule_Warriors.html
5370,Aeralfos_Leather.html,gamepedia,The_Legend_of_Zelda__Tri_Force_Heroes.html
5371,Aeralfos_Leather.html,gamepedia,The_Legend_of_Zelda__Breath_of_the_Wild.html
5372,Aeralfos_Leather.html,gamepedia,Hyrule_Warriors.html
5373,Aeralfos_Leather.html,gamepedia,Hyrule_Warriors_Legends.html
5374,Agahnim's_Shadow.html,gamepedia,The_Legend_of_Zelda__Link%27s_Awakening.html
5375,Agahnim's_Tower.html,gamepedia,The_Legend_of_Zelda__A_Link_to_the_Past.html
5376,Agahnim's_Tower.html,gamepedia,The_Legend_of_Zelda__Twilight_Princess.html
5377,Agahnim.html,gamepedia,The_Legend_of_Zelda__Oracle_of_Seasons.html
5378,Agahnim.html,gamepedia,The_Legend_of_Zelda__A_Link_to_the_Past.html
5379,Agahnim.html,gamepedia,The_Legend_of_Zelda__A_Link_to_the_Past_(Himekawa).html
5380,Agahnim.html,gamepedia,The_Legend_of_Zelda__A_Link_to_the_Past_(Ishinomori).html
5381,Aginah.html,gamepedia,The_Legend_of_Zelda__A_Link_to_the_Past.html
5382,Aginah.html,gamepedia,BS_The_Legend_of_Zelda__Ancient_Stone_Tablets.html
5383,Agitha's_Basket.html,gamepedia,The_Legend_of_Zelda__Tri_Force_Heroes.html
5384,Agitha's_Basket.html,gamepedia,The_Legend_of_Zelda__Breath_of_the_Wild.html
5385,Agitha's_Basket.html,gamepedia,Hyrule_Warriors.html
5386,Agitha's_Basket.html,gamepedia,Hyrule_Warriors_Legends.html
5387,Agitha's_Pendant.html,gamepedia,The_Legend_of_Zelda__Tri_Force_Heroes.html
5388,Agitha's_Pendant.html,gamepedia,The_Legend_of_Zelda__Breath_of_the_Wild.html
5389,Agitha's_Pendant.html,gamepedia,Hyrule_Warriors.html
5390,Agitha's_Pendant.html,gamepedia,Hyrule_Warriors_Legends.html
5391,Agitha.html,gamepedia,The_Legend_of_Zelda__Twilight_Princess.html
5392,Agitha.html,gamepedia,Hyrule_Warriors.html
5393,Agitha.html,gamepedia,Super_Smash_Bros-4.html
5394,Agunima.html,gamepedia,The_Legend_of_Zelda__Oracle_of_Seasons.html
5395,Agus.html,gamepedia,The_Legend_of_Zelda__Breath_of_the_Wild.html
5396,Agwanda.html,gamepedia,Zelda%27s_Adventure.html
5397,Air_Cannon.html,gamepedia,The_Legend_of_Zelda__Four_Swords_Adventures.html
5398,Air_Gauge.html,gamepedia,The_Legend_of_Zelda__Skyward_Sword.html
5399,Air_Gauge.html,gamepedia,The_Legend_of_Zelda__Majora%27s_Mask.html
5400,Air_Gauge.html,gamepedia,The_Legend_of_Zelda__Ocarina_of_Time.html
5401,Air_Gauge.html,gamepedia,The_Legend_of_Zelda__The_Wind_Waker.html
5402,Air_Gauge.html,gamepedia,The_Legend_of_Zelda__Twilight_Princess.html
5403,Air_Potion.html,gamepedia,The_Legend_of_Zelda__Skyward_Sword.html
5404,Air_Potion_+.html,gamepedia,The_Legend_of_Zelda__Skyward_Sword.html
5405,Air_Stone.html,gamepedia,The_Legend_of_Zelda__Spirit_Tracks.html
5406,Air_Stone.html,gamepedia,Hyrule_Warriors_Legends.html
5407,Aji.html,gamepedia,The_Legend_of_Zelda__Breath_of_the_Wild.html
5408,Akh_Va'quot_Shrine.html,gamepedia,The_Legend_of_Zelda__Breath_of_the_Wild.html
5409,Akoot.html,gamepedia,The_Legend_of_Zelda__The_Wind_Waker.html
5410,Alchemy_Stone.html,gamepedia,The_Legend_of_Zelda__Phantom_Hourglass.html
5411,Alchemy_Stone.html,gamepedia,The_Legend_of_Zelda__Skyward_Sword.html
5412,Alchemy_Stone.html,gamepedia,The_Legend_of_Zelda__A_Link_Between_Worlds.html
5413,Alchemy_Stone.html,gamepedia,The_Legend_of_Zelda__Spirit_Tracks.html
5414,Alchemy_Stone.html,gamepedia,Hyrule_Warriors.html
5415,Alchemy_Stone.html,gamepedia,Hyrule_Warriors_Legends.html
5416,Aldo_(Korok).html,gamepedia,The_Legend_of_Zelda__The_Wind_Waker.html
5417,Aldo_(The_Crystal_Trap).html,gamepedia,The_Crystal_Trap.html
5418,Alf.html,gamepedia,The_Legend_of_Zelda__Ocarina_of_Time_(Himekawa).html
5419,Alfonzo's_Train.html,gamepedia,The_Legend_of_Zelda__Spirit_Tracks.html
5420,Alfonzo.html,gamepedia,The_Legend_of_Zelda__Spirit_Tracks.html
5421,Alfonzo.html,gamepedia,Super_Smash_Bros._for_Nintendo_3DS/Wii_U.html
5422,All-Night_Mask.html,gamepedia,The_Legend_of_Zelda__Majora%27s_Mask.html
5423,All-Purpose_Bait.html,gamepedia,The_Legend_of_Zelda__The_Wind_Waker.html
5424,All-Purpose_Bait.html,gamepedia,Hyrule_Warriors_Legends.html
5425,Allied_Force.html,gamepedia,Hyrule_Warriors.html
5426,Alora.html,gamepedia,Link__The_Faces_of_Evil.html
5427,Altar_of_the_Demon_King.html,gamepedia,The_Legend_of_Zelda__Spirit_Tracks.html
5428,Amali.html,gamepedia,The_Legend_of_Zelda__Breath_of_the_Wild.html
5429,Amber.html,gamepedia,The_Legend_of_Zelda__Breath_of_the_Wild.html
5430,Amber_Earrings.html,gamepedia,The_Legend_of_Zelda__Breath_of_the_Wild.html
5431,Amber_Relic.html,gamepedia,The_Legend_of_Zelda__Phantom_Hourglass.html
5432,Amber_Relic.html,gamepedia,The_Legend_of_Zelda__Skyward_Sword.html
5433,Amber_Relic.html,gamepedia,The_Legend_of_Zelda__A_Link_Between_Worlds.html
5434,Amber_Relic.html,gamepedia,The_Legend_of_Zelda__Spirit_Tracks.html
5435,Amber_Relic.html,gamepedia,Hyrule_Warriors.html
5436,Amber_Relic.html,gamepedia,Hyrule_Warriors_Legends.html
5437,Amber_Tablet.html,gamepedia,The_Legend_of_Zelda__Skyward_Sword.html
5438,Ambi's_Palace.html,gamepedia,The_Legend_of_Zelda__Oracle_of_Ages.html
5439,Ambi's_Tower.html,gamepedia,The_Legend_of_Zelda__Oracle_of_Ages.html
5440,Ambi.html,gamepedia,The_Legend_of_Zelda__Oracle_of_Ages.html
5441,Ambi.html,gamepedia,Linked_Game.html
5442,Ambi.html,gamepedia,The_Legend_of_Zelda__Oracle_of_Seasons.html
5443,Ambi.html,gamepedia,The_Legend_of_Zelda__Oracle_of_Ages_(Himekawa).html
5444,Ambrosia_Lite.html,gamepedia,The_Legend_of_Zelda_(Valiant_Comics).html
5445,Ambrosial_Amberjack.html,gamepedia,The_Legend_of_Zelda__A_Link_to_the_Past.html
5446,Ambrosial_Amberjack.html,gamepedia,The_Legend_of_Zelda__Majora%27s_Mask.html
5447,Ambrosial_Amberjack.html,gamepedia,The_Legend_of_Zelda__Ocarina_of_Time.html
5448,Ambrosial_Amberjack.html,gamepedia,The_Legend_of_Zelda__Link%27s_Awakening.html
5449,Ambrosial_Amberjack.html,gamepedia,The_Legend_of_Zelda__Phantom_Hourglass.html
5450,Ambrosial_Amberjack.html,gamepedia,The_Legend_of_Zelda__Spirit_Tracks.html
5451,Ambrosial_Amberjack.html,gamepedia,The_Legend_of_Zelda__Breath_of_the_Wild.html
5452,Ambrosial_Amberjack.html,gamepedia,The_Legend_of_Zelda__Oracle_of_Seasons.html
5453,Ambrosial_Amberjack.html,gamepedia,The_Legend_of_Zelda__Twilight_Princess.html
5454,Ambrosial_Amberjack.html,gamepedia,The_Legend_of_Zelda__Oracle_of_Ages_(Himekawa).html
5455,Ambrosial_Amberjack.html,gamepedia,Hyrule_Warriors_Legends.html
5456,Amiibo_(Rune).html,gamepedia,The_Legend_of_Zelda__Breath_of_the_Wild.html
5457,Ampilus.html,gamepedia,The_Legend_of_Zelda__Skyward_Sword.html
5458,Ampilus_Egg.html,gamepedia,The_Legend_of_Zelda__Skyward_Sword.html
5459,Amusements_of_Nobility.html,gamepedia,The_Legend_of_Zelda__The_Wind_Waker.html
5460,Amy.html,gamepedia,The_Legend_of_Zelda__Majora%27s_Mask.html
5461,Amy.html,gamepedia,The_Legend_of_Zelda__Ocarina_of_Time.html
5462,An_Ancient_Text.html,gamepedia,The_Legend_of_Zelda__Breath_of_the_Wild.html
5463,Anche.html,gamepedia,The_Legend_of_Zelda__Breath_of_the_Wild.html
5464,Anchor.html,gamepedia,The_Legend_of_Zelda__Phantom_Hourglass.html
5465,Ancient_Anchor.html,gamepedia,The_Legend_of_Zelda__Phantom_Hourglass.html
5466,Ancient_Arrow.html,gamepedia,The_Legend_of_Zelda__Breath_of_the_Wild.html
5467,Ancient_Battle.html,gamepedia,The_Legend_of_Zelda__Skyward_Sword.html
5468,Ancient_Cannon.html,gamepedia,The_Legend_of_Zelda__Phantom_Hourglass.html
5469,Ancient_Castle_of_Ikana.html,gamepedia,The_Legend_of_Zelda__Majora%27s_Mask.html
5470,Ancient_Circuit.html,gamepedia,The_Legend_of_Zelda__Skyward_Sword.html
5471,Ancient_Cistern.html,gamepedia,The_Legend_of_Zelda__Skyward_Sword.html
5472,Ancient_Core.html,gamepedia,The_Legend_of_Zelda__Breath_of_the_Wild.html
5473,Ancient_Cuirass.html,gamepedia,The_Legend_of_Zelda__Breath_of_the_Wild.html
5474,Ancient_Earth.html,gamepedia,The_Legend_of_Zelda__Phantom_Hourglass.html
5475,Ancient_Earth.html,gamepedia,The_Legend_of_Zelda__Spirit_Tracks.html
5476,Ancient_Fin.html,gamepedia,The_Legend_of_Zelda__Tri_Force_Heroes.html
5477,Ancient_Fin.html,gamepedia,The_Legend_of_Zelda__Breath_of_the_Wild.html
5478,Ancient_Fin.html,gamepedia,Hyrule_Warriors.html
5479,Ancient_Fin.html,gamepedia,Hyrule_Warriors_Legends.html
5480,Ancient_Fish.html,gamepedia,The_Legend_of_Zelda__Majora%27s_Mask_3D.html
5481,Ancient_Flower.html,gamepedia,The_Legend_of_Zelda__Phantom_Hourglass.html
5482,Ancient_Flower.html,gamepedia,The_Legend_of_Zelda__Skyward_Sword.html
5483,Ancient_Flower.html,gamepedia,The_Legend_of_Zelda__A_Link_Between_Worlds.html
5484,Ancient_Flower.html,gamepedia,The_Legend_of_Zelda__Spirit_Tracks.html
5485,Ancient_Flower.html,gamepedia,Hyrule_Warriors.html
5486,Ancient_Flower.html,gamepedia,Hyrule_Warriors_Legends.html
5487,Ancient_Gear.html,gamepedia,The_Legend_of_Zelda__Breath_of_the_Wild.html
5488,Ancient_Gold_Piece.html,gamepedia,The_Legend_of_Zelda__Phantom_Hourglass.html
5489,Ancient_Gold_Piece.html,gamepedia,The_Legend_of_Zelda__Skyward_Sword.html
5490,Ancient_Gold_Piece.html,gamepedia,The_Legend_of_Zelda__A_Link_Between_Worlds.html
5491,Ancient_Gold_Piece.html,gamepedia,The_Legend_of_Zelda__Spirit_Tracks.html
5492,Ancient_Gold_Piece.html,gamepedia,Hyrule_Warriors.html
5493,Ancient_Gold_Piece.html,gamepedia,Hyrule_Warriors_Legends.html
5494,Ancient_Greaves.html,gamepedia,The_Legend_of_Zelda__Breath_of_the_Wild.html
5495,Ancient_Helm.html,gamepedia,The_Legend_of_Zelda__Breath_of_the_Wild.html
5496,Ancient_Hero.html,gamepedia,The_Legend_of_Zelda__Twilight_Princess.html
5497,Ancient_Hero.html,gamepedia,My_Nintendo_Picross__The_Legend_of_Zelda__Twilight_Princess.html
5498,Ancient_Robot.html,gamepedia,The_Legend_of_Zelda__Skyward_Sword.html
5499,Ancient_Ruins.html,gamepedia,The_Legend_of_Zelda__Oracle_of_Seasons.html
5500,Ancient_Sages.html,gamepedia,The_Legend_of_Zelda__A_Link_Between_Worlds.html
5501,Ancient_Sages.html,gamepedia,The_Legend_of_Zelda__A_Link_to_the_Past.html
5502,Ancient_Sages.html,gamepedia,The_Legend_of_Zelda__Ocarina_of_Time.html
5503,Ancient_Sages.html,gamepedia,The_Legend_of_Zelda__Phantom_Hourglass.html
5504,Ancient_Sages.html,gamepedia,The_Legend_of_Zelda__The_Wind_Waker.html
5505,Ancient_Sages.html,gamepedia,The_Legend_of_Zelda__Breath_of_the_Wild.html
5506,Ancient_Sages.html,gamepedia,The_Legend_of_Zelda__Twilight_Princess.html
5507,Ancient_Screw.html,gamepedia,The_Legend_of_Zelda__Breath_of_the_Wild.html
5508,Ancient_Sea_Chart.html,gamepedia,The_Legend_of_Zelda__Skyward_Sword.html
5509,Ancient_Set.html,gamepedia,The_Legend_of_Zelda__Breath_of_the_Wild.html
5510,Ancient_Shaft.html,gamepedia,The_Legend_of_Zelda__Tri_Force_Heroes.html
5511,Ancient_Shaft.html,gamepedia,The_Legend_of_Zelda__Breath_of_the_Wild.html
5512,Ancient_Shaft.html,gamepedia,Hyrule_Warriors.html
5513,Ancient_Shaft.html,gamepedia,Hyrule_Warriors_Legends.html
5514,Ancient_Sky_Book.html,gamepedia,The_Legend_of_Zelda__Twilight_Princess.html
5515,Ancient_Spinner.html,gamepedia,The_Legend_of_Zelda__Twilight_Princess.html
