,name
3795,Item Power-Up
3796,Item Seller
3797,Item Seller (Hyrule)
3798,Item Seller (Lorule)
3799,Item Shop
3800,Item Thief
3801,Ivan
3802,Ivee's Diary
3803,Ivee
3804,Ivena
3805,Iza's Assistant
3806,Iza's Rapid Ride
3807,Iza
3808,Iza and Hena's Playground for Grown-ups
3809,Izra
3810,J.L. Picall
3811,Ja'Abu Ridge
3812,Ja Baij
3813,Ja Baij Shrine
3814,Jabber Nut
3815,Jabu-Jabu's Belly
3816,Lord Jabu-Jabu
3817,Jabun
3818,Jack of Hearts
3819,Jadusable
3820,Jaggle
3821,Jago
3822,Jakamar
3823,Jalhalla
3824,Jalhalla (Four Swords Adventures)
3825,Jalhalla (The Wind Waker)
3826,Jam Session
3827,Jan
3828,Jana
3829,Japas
3830,Jar
3831,Jasmine
3832,Jeddo Bridge
3833,Jee Noh
3834,Jee Noh Shrine
3835,Jelly
3836,Jelly Blob
3837,Jellyf
3838,Jengo
3839,Jerrin
3840,Jewel
3841,Jeweled Cutlass
3842,Sand Rod
3843,Jeweler
3844,Jia Highlands
3845,Jiahto
3846,Jim
3847,Jim (Majora's Mask)
3848,Jim (The Minish Cap)
3849,Jin
3850,Jini
3851,Jinx
3852,Jiro
3853,Jitan Sa'mi
3854,Jitan Sa'mi Shrine
3855,Joanne
3856,Joel
3857,Joelle
3858,Jogo
3859,Jolene's Letter
3860,Jolene
3861,Joloo Nah
3862,Joloo Nah Shrine
3863,Jora
3864,Jotari
3865,Journal
3866,Journal of Various Worries
3867,Journalist
3868,Joute
3869,Jovani
3870,Joy Butterfly
3871,Joy Pedestal
3872,Joy Pendant
3873,Joy Ring
3874,Joynas
3875,Joyous Volunteer Association
3876,Jr.
3877,Juannelle
3878,Judge
3879,Jules
3880,Julietta
3881,Jump Attack
3882,Jump Spell
3883,Jump Strike
3884,Jump Thrust
3885,Jun-Roberto
3886,June
3887,Juney
3888,Junglo
3889,Ka'o Makagh
3890,Ka'o Makagh Shrine
3891,Kaam Ya'tak
3892,Kaam Ya'tak Shrine
3893,Kabetta
3894,Kachoo
3895,Kaepora Gaebora
3896,Kaepora Pass
3897,Kafei's Mask
3898,Kafei
3899,Kagoron
3900,Kah Mael
3901,Kah Mael Shrine
3902,Kah Okeo
3903,Kah Okeo Shrine
3904,Kah Yah
3905,Kah Yah Shrine
3906,Kaifa
3907,Kairo
3908,Kakariko's Inn
3909,Kakariko
3910,Kakariko Bridge
3911,Kakariko Gorge
3912,Kakariko Graveyard
3913,Kakariko Target Practice
3914,Kakariko Village
3915,Kakariko Village Shooting Gallery
3916,Kakashi
3917,Kalani
3918,Kaleidoscope
3919,Kalle Demos
3920,Kam Urog
3921,Kam Urog Shrine
3922,Kamah Plateau
3923,Kamaro's Mask
3924,Kamaro
3925,Kamia Omuna
3926,Kamia Omuna Shrine
3927,Kamo
3928,Kamonano Duck
3929,Kampo
3930,Kanalet Castle
3931,Kanalet Ridge
3932,Kane
3933,Kaneli
3934,Kanny
3935,Kaori Mizuhashi
3936,Kapson
3937,Kara Kara Bazaar
3938,Karakoro
3939,Karane
3940,Kargaroc
3941,Karin
3942,Karsh
3943,Karson
3944,Karuna
3945,Karusa Valley
3946,Kashiko
3947,Kass
3948,Kasuto
3949,Katah Chuki
3950,Katah Chuki Shrine
3951,Katosa Aug
3952,Katosa Aug Shrine
3953,Katta
3954,Kay Noh
3955,Kay Noh Shrine
3956,Kaya Wan
3957,Kaya Wan Shrine
3958,Kayden
3959,Kayo
3960,Kayra Mah
3961,Kayra Mah Shrine
3962,Kaysa
3963,Kazul
3964,Ke'nai Shakah
3965,Ke'nai Shakah Shrine
3966,Keaton
3967,Keaton (Ocarina of Time/Majora's Mask)
3968,Keaton (The Minish Cap)
3969,Keaton Mask
3970,Keaton Mask Soldier
3971,Keaton Quiz
3972,Kee Dafunia
3973,Kee Dafunia Shrine
3974,Keeha Yoog
3975,Keeha Yoog Shrine
3976,Keelay Plain
3977,Keeleon
3978,Keeley
3979,Keep
3980,Keep (Hyrule Warriors)
3981,Keep Boss
3982,Keese Eyeball
3983,Keese Swarm
3984,Keese Wing
3985,Keet
3986,Keh Namut
3987,Keh Namut Shrine
3988,Keive Tala
3989,Keive Tala Shrine
3990,Kema Kosassa
3991,Kema Kosassa Shrine
3992,Kema Zoos
3993,Kema Zoos Shrine
3994,Kenyo
3995,Keo Ruug
3996,Keo Ruug Shrine
3997,Ketoh Wawai
3998,Ketoh Wawai Shrine
3999,Small Key
4000,Key Bandit Poe
4001,Key Block
4002,Key Cavern
4003,Key Master
4004,Key Shard
4005,Keya Pond
4006,Keye
4007,Kheel
4008,Khini
4009,Kholdstare
4010,Kiah Toza
4011,Kiah Toza Shrine
4012,Kiana
4013,Kid Toadstool
4014,Kidnapped Child
4015,Kihiro Moh
4016,Kihiro Moh Shrine
4017,Kiki
4018,"Kili, Hanna, and Misha"
4019,Killer Bees
4020,Kilton
4021,Kima
4022,Kina
4023,Kincean Island
4024,King's Key
4025,King's Study
4026,King Bubble
4027,King Bulblin
4028,King Daltus
4029,King Daphnes' Crown
4030,King Daphnes' Robe
4031,King Desma
4032,King Dodongo's Claws
4033,King Dodongo's Crystal
4034,King Dodongo
4035,King Dodongo (Hyrule Warriors)
4036,King Dorephan
4037,King Gustaf
4038,King Harkinian
4039,King Moblin
4040,King Mutoh
4041,King Oberon
4042,King Rhoam's Journal
4043,Rhoam Bosphoramus Hyrule
4044,King Tuft
4045,King Zora's Chamber
4046,King Zora's Grave
4047,King Zora
4048,King Zora (Oracle of Ages)
4049,King Zora (Twilight Princess)
4050,King Zora XVI
4051,King of Evil Trident
4052,King of Hyrule
4053,King of Hyrule (A Link to the Past)
4054,King of Hyrule (Ocarina of Time)
4055,King of Red Lions
4056,King of Red Lions Mask
4057,Kings Tomb
4058,Kinov
4059,Kinstone
4060,Kinstone Bag
4061,Kish
4062,Kitano Bay
4063,Kite Shield
4064,Klaus
4065,Knife Chamber
4066,Knight's Bow
4067,Knight's Bridle
4068,Knight's Broadsword
4069,Knight's Claymore
4070,Knight's Crest
4071,Knight's Halberd
4072,Knight's Saddle
4073,Knight's Shield
4074,Knight's Sword
4075,Knight
4076,Knight Academy
4077,Knight Mark
4078,Knights of Hyrule
4079,Knights of Skyloft
4080,Know-It-All Birds
4081,Know-It-All Brothers
4082,Knuckel Island
4083,Knuckle
4084,Knucklemaster
4085,Koboli
4086,Kochi Dye Shop
4087,Kodah
4088,Kodondo
4089,Kodongo Tail
4090,Kofu
4091,Kogoli
4092,Kohga
4093,Kohm
4094,Koholint Dress
4095,Koholint Hibiscus
4096,Koholint Island
4097,Koholint Prairie
4098,Koholit Rock
4099,Kokiri Band
4100,Kokiri Boots
4101,Kokiri Cardigan
4102,Kokiri Clothes
4103,Kokiri Forest
4104,Kokiri Shop
4105,Kokiri Shorts
4106,Kokiri Spear
4107,Kokiri Sword
4108,Kokiri Tunic
4109,Koko's Kitchen
4110,Koko's Specialty
4111,Koko
4112,Koko Cuisine
4113,Kolami Bridge
4114,Kolami Bridge South
4115,Koloktos
4116,Kolomo Garrison Ruins
4117,Komali's Grandmother
4118,Prince Komali
4119,Komo Shoreline
4120,Konba
4121,Konora
4122,Kopeeki Drifts
4123,Korgu Chideh
4124,Korgu Chideh Shrine
4125,Koridai
4126,Korne Beach
4127,Korok
4128,Korok Ceremony
4129,Korok Forest
4130,Korok Leaf
4131,Korok Mask
4132,Korok Seed
4133,Korokoro
4134,Korsh O'hu
4135,Korsh O'hu Shrine
4136,Kortz
4137,Koume and Kotake
4138,Koto Pond
4139,Kotta
4140,Kotts
4141,Koukot Plateau
4142,Koyin
4143,Krane
4144,Kreeb
4145,Ku
4146,Kuh Takkar
4147,Kuh Takkar Shrine
4148,Kuhn Sidajj
4149,Kuhn Sidajj Shrine
4150,Kukiel
4151,Kula
4152,Kumu
4153,Kyameron
4154,Kyra
4155,Kōji Kondō
4156,L-1 Shield
4157,L-1 Sword
4158,L-2 Shield
4159,L-2 Sword
4160,Z-targeting
4161,LD-002G Scervo
4162,LD-003K Dreadfuse
4163,LD-301N Skipper
4164,LD-301S Scrapper
4165,Laboratory
4166,Labrynna
4167,Labyrinth
4168,Stepladder
4169,Lady's Collar
4170,Lady's Ensemble
4171,Lady's Glasses
4172,Lady's Parasol
4173,Ladybug
4174,Laflat
4175,Laine
4176,Laissa
4177,Lake
4178,Lake Akkala
4179,Lake Darman
4180,Lake Ferona
4181,Lake Floria
4182,Lake Hylia
4183,Lake Hylia North
4184,Lake Illumeni
4185,Lake Intenoch
4186,Lake Jarrah
4187,Lake Kilsie
4188,Lake Kolomo
4189,Lake Mekar
4190,Lake Saria
4191,Lake Scientist
4192,Lake Siela
4193,Lake Sumac
4194,Lake Totori
4195,Lake Totori South
4196,Lake Tower
4197,Lake of Ill Omen
4198,Lake of the Horse God
4199,Lakebed Temple
4200,Lakeside Item Seller
4201,Lakeside Item Seller (Hyrule)
4202,Lakeside Item Seller (Lorule)
4203,Lakeside Laboratory
4204,Lakeside Stable
4205,Lakitu
4206,Lakna Rokee
4207,Lakna Rokee Shrine
4208,Lantern
4209,Lana's Cloak
4210,Lana's Hair Clip
4211,Lanaryu Tower
4212,Lanayru
4213,Lanayru (Breath of the Wild)
4214,Lanayru (Skyward Sword)
4215,Lanayru (Twilight Princess)
4216,Lanayru Ant
4217,Lanayru Bay
4218,Lanayru Bluff
4219,Lanayru Caves
4220,Lanayru Desert
4221,Lanayru Gorge
4222,Lanayru Great Spring
4223,Lanayru Heights
4224,Lanayru Mine (Region)
4225,Lanayru Mining Facility
4226,Lanayru Promenade
4227,Lanayru Province
4228,Lanayru Range
4229,Lanayru Road
4230,Lanayru Road - East Gate
4231,Lanayru Road - West Gate
4232,Lanayru Sand Sea
4233,Lanayru Sea
4234,Lanayru Spring
4235,Lanayru Tourist Association
4236,Lanayru Tower
4237,Lanayru Wetlands
4238,Landmark Mockup
4239,Language
4240,Language of the Gerudo
4241,Language of the Minish
4242,Lanmola
4243,Lanmola (Link's Awakening)
4244,Lanmolas
4245,Lanno Kooh
4246,Lanno Kooh Shrine
4247,Lantern Cavern
4248,Lantern Falls
4249,Lantern Lake
4250,Lantern Oil
4251,Laparoh Mesa
4252,Large Bomb Bag
4253,Large Quiver
4254,Large Seed Satchel
4255,Large Shell
4256,Laroba
4257,Laruta
4258,Laruto
4259,Lashley
4260,Lasli
4261,Laundry Pool
4262,Lava
4263,Lava Juice
4264,Lava Lake
4265,Lava Soup
4266,Laverra Beach
4267,Lawdon
4268,Leaf
4269,Learn to Like Your Like Like: A Good Guide to A Bad Pet
4270,Ledd
4271,Ledo
4272,Leekah
4273,Leena
4274,Leever
4275,Legend's Crossbows
4276,Legend of Zelda: The Lampshade
4277,Legend of the Picori
4278,Legendary Dress
4279,Legendary Pictograph
4280,Legendary Rabbit Trial
4281,Legends of Zelda
4282,Lens
4283,Lens of Truth
4284,Lenzo
4285,Leop
4286,Lesser Hyrule
4287,Lester
4288,Letter
4289,Letter (Breath of the Wild)
4290,Letter (Four Swords Adventures)
4291,Letter (Link's Awakening)
4292,Letter (The Legend of Zelda)
4293,Letter in a Bottle
4294,Letter of Introduction
4295,Letter to Kafei
4296,Letter to Mama
4297,Letty
4298,Level 1
4299,Level 1 (First Quest)
4300,Level 1 (Second Quest)
4301,Level 2
4302,Level 2 (First Quest)
4303,Level 2 (Second Quest)
4304,Level 3
4305,Level 3 (First Quest)
4306,Level 3 (Second Quest)
4307,Level 4
4308,Level 4 (First Quest)
4309,Level 4 (Second Quest)
4310,Level 5
4311,Level 5 (First Quest)
4312,Level 5 (Second Quest)
4313,Level 6
4314,Level 6 (First Quest)
4315,Level 6 (Second Quest)
4316,Level 7
4317,Level 7 (First Quest)
4318,Level 7 (Second Quest)
4319,Level 8
4320,Level 8 (First Quest)
4321,Level 8 (Second Quest)
4322,Level 9
4323,Level 9 (First Quest)
4324,Level 9 (Second Quest)
4325,Levias
4326,Leviathan
4327,Leviathan Bones
4328,Liana
4329,Librari
4330,Library
4331,Library (Breath of the Wild)
4332,Library Key
4333,Life Medal
4334,Life Potion
4335,Life Spell
4336,Life Tree Fruit
4337,Life Tree Seedling
4338,Light Armor
4339,Light Arrow
4340,Light Force
4341,Light Fruit
4342,Light Ring
4343,Light Ring Chart
4344,Light Ring L-1
4345,Light Ring L-2
4346,Light Spirits
4347,Light Tower
4348,Light World
4349,Lighthouse
4350,Lighthouse Cap
4351,Lightning Rod
4352,Lightning Round
4353,Lightscale Trident
4354,Like Like
4355,Like Like Ring
4356,Lila
4357,Lily Pad
4358,Linda
4359,Linder
4360,Lindor's Brow
4361,Linebeck's Letter
4362,Linebeck's Uniform
4363,Linebeck
4364,Linebeck III
4365,Linebeck Island
4366,Linebeck Trading
4367,Link/Hyrule Warriors
4368,Link/Soulcalibur II
4369,Link/Super Smash Bros.
4370,Link's Boots
4371,Link's Butler
4372,Link's Cow
4373,Link's Fairy Companion
4374,Link's Father
4375,Link's Grandma
4376,Link's House
4377,Link's Mother
4378,Link's Parents
4379,Link's Scarf
4380,Link's Uncle
4381,Link: The Faces of Evil
4382,Link and the Portal of Doom
4383,Link of the Gorons
4384,Link the Cat
4385,Link the Goron
4386,Link the Pig
4387,Linked Game
4388,Linkle's Boots
4389,Linkle's Compass
4390,Linkle's Forces
4391,Linkle's Grandmother
4392,Linkle's House
4393,Linkle's Village
4394,Linkle
4395,Lion
4396,List of Fan Sites
4397,List of animal species in The Legend of Zelda: Breath of the Wild
4398,List of composers in the Legend of Zelda series
4399,List of dungeons
4400,List of enemies
4401,List of enemies by name
4402,List of equipment in The Legend of Zelda: Breath of the Wild
4403,List of final bosses
4404,List of games
4405,List of items in The Legend of Zelda
4406,List of items in The Legend of Zelda: A Link Between Worlds
4407,List of items in The Legend of Zelda: A Link to the Past
4408,List of items in The Legend of Zelda: Breath of the Wild
4409,List of items in The Legend of Zelda: Majora's Mask
4410,List of items in The Legend of Zelda: Ocarina of Time
4411,List of items in The Legend of Zelda: Phantom Hourglass
4412,List of items in The Legend of Zelda: Spirit Tracks
4413,List of items in The Legend of Zelda: The Wind Waker
4414,List of items in The Legend of Zelda: Twilight Princess
4415,List of items in Zelda II: The Adventure of Link
4416,List of items in the Legend of Zelda series
4417,List of locations in Freshly-Picked Tingle's Rosy Rupeeland
4418,List of locations in The Legend of Zelda
4419,List of locations in The Legend of Zelda: A Link Between Worlds
4420,List of locations in The Legend of Zelda: A Link to the Past
4421,List of locations in The Legend of Zelda: Breath of the Wild
4422,List of locations in The Legend of Zelda: Four Swords
4423,List of locations in The Legend of Zelda: Four Swords Adventures
4424,List of locations in The Legend of Zelda: Link's Awakening
4425,List of locations in The Legend of Zelda: Majora's Mask
4426,List of locations in The Legend of Zelda: Ocarina of Time
4427,List of locations in The Legend of Zelda: Oracle of Ages
4428,List of locations in The Legend of Zelda: Oracle of Seasons
4429,List of locations in The Legend of Zelda: Phantom Hourglass
4430,List of locations in The Legend of Zelda: Skyward Sword
4431,List of locations in The Legend of Zelda: Spirit Tracks
4432,List of locations in The Legend of Zelda: The Minish Cap
4433,List of locations in The Legend of Zelda: The Wind Waker
4434,List of locations in The Legend of Zelda: Twilight Princess
4435,List of locations in Zelda II: The Adventure of Link
4436,List of songs
4437,List of spells in Zelda II: The Adventure of Link
4438,Little Sister's Big Request
4439,Little Twin Bridge
4440,Lizal
4441,Lizal Boomerang
4442,Lizal Bow
4443,Lizal Forked Boomerang
4444,Lizal Shield
4445,Lizal Spear
4446,Lizal Tri-Boomerang
4447,Lizalfos Arm
4448,Lizalfos Chieftain
4449,Lizalfos Gauntlet
4450,Lizalfos Horn
4451,Lizalfos Mask
4452,Lizalfos Scale
4453,Lizalfos Tail
4454,Lizalfos Talon
4455,Lizard
4456,Lizard Tail
4457,Lobarrier
4458,Local Sitemap
4459,Locked Mementos
4460,Lockpicker
4461,Lockup
4462,Lodrum Headland
4463,Loftwing
4464,Logos of The Legend of Zelda series
4465,Lokomo
4466,Lokomo Song
4467,Lokomo Sword
4468,Lolly
4469,Lomei Labyrinth Island
4470,Lon Lon
4471,Lon Lon Egg
4472,Lon Lon Meadow
4473,Lon Lon Milk
4474,Lon Lon Ranch
4475,Lon Lon Ranch Key
4476,Lone Labyrinth
4477,Lone Peak Shrine
4478,Lone Young Boy
4479,Lonely Goron
4480,Long Hook
4481,Long Spear
4482,Longshot
4483,Longsword
4484,Lonni
4485,Lookout Platform
4486,Lookout Post
4487,Loone
4488,Loot
4489,Loovar
4490,Lopsa
4491,Lord Bullbo
4492,Lord Chapu-Chapu
4493,Lord of the Mountain
4494,Lorn
4495,Lorule
4496,Lorule Castle
4497,Lorule Guard
4498,Lorulean Earrings
4499,Lorulean Soldiers
4500,Loshlo Harbor
4501,Lost Hills
4502,Lost Old Man
4503,Lost Woods
4504,Lost at Sea Station
4505,Lottery Shop
4506,Lotus
4507,Lotus Leaf Root
4508,Louise
4509,Love-Filled Balloon
4510,Lover's Pond
4511,Lovers Pond
4512,Lowder
4513,Loyal Sage
4514,Luck Ring
4515,Lucky Lee
4516,Lucky Loungewear
4517,Luda
4518,Ludfo's Bog
4519,Lukan
4520,Lullaby
4521,Lulu
4522,Lulu Lake
4523,Lumber Salesman
4524,Lumberjack
4525,Luminous Stone
4526,Luminous Stone Gathering
4527,Lumpy Pumpkin
4528,Luna Parasol
4529,Lunar Children
4530,Lunar Phases
4531,Lunar Ocarina
4532,Lupay
4533,Lure
4534,Lurelin Village
4535,Luto's Crossing
4536,Luv
4537,Lyndae
4538,Lynel
4539,Lynel Bow
4540,Lynel Crusher
4541,Lynel Guts
4542,Lynel Hoof
4543,Lynel Horn
4544,Lynel Mask
4545,Lynel Safari
4546,Lynel Shield
4547,Lynel Spear
4548,Lynel Sword
4549,Lynna City
4550,Lynna City Shop
4551,Lynna Village Shooting Gallery
4552,Lyphos Sword
4553,Maag Halan
4554,Maag Halan Shrine
4555,Maag No'rah
4556,Maag No'rah Shrine
4557,Mabe Prairie
4558,Mabe Village
4559,Mabe Village Library
4560,Mabe Village Ruins
4561,Mabe Village Shop
4562,Mabe Village Shopkeeper
4563,Mable Ridge
4564,Maca
4565,Sharp Machete
4566,Machi
4567,Mack
4568,Mad Alchemist
4569,Mad Batter
4570,Mad Bomber
4571,Mad Jelly
4572,Mad Scrub
4573,Madam Couture
4574,Madam MeowMeow
4575,Madame Aroma
4576,Madame Scratchcard
4577,Madderpillar
4578,Madorna Mountain
4579,Magda
4580,Mages
4581,Maggie's Father
4582,Maggie's Letter
4583,Maggie
4584,Maggie (The Minish Cap)
4585,Maggie (The Wind Waker)
4586,Magic Meter
4587,Magic Armor
4588,Magic Bean
4589,Magic Book
4590,Magic Cap
4591,Magic Cape
4592,Magic Circle
4593,Magic Container
4594,Magic Hags' Potion Shop
4595,Magic Hammer
4596,Magic Jar
4597,Magic Mirror
4598,Magic Mushroom
4599,Magic Oar
4600,Magic Potion
4601,Magic Powder
4602,Magic Rod
4603,Magic Rod (Hyrule Warriors)
4604,Magic Shop
4605,Magic Spin Attack
4606,Magic Thief
4607,Magical Boomerang
4608,Magical Key
4609,Magical Rings
4610,Magical Ring (Hyrule Warriors)
4611,Magical Rod
4612,Magical Shield
4613,Magical Sword
4614,Magician
4615,Magma Ball
4616,Magma Spume
4617,Magmanos
4618,Magnesis Rune
4619,Magnetic Field
4620,Magnetic Gloves
4621,Magnifying Lens
4622,Magnite
4623,Mago
4624,Magtail
4625,Mah Eliya
4626,Mah Eliya Shrine
4627,Maiamai Map
4628,Maike
4629,Mail
4630,Mail Center
4631,Mail Sorting
4632,Postbox
4633,Majora's Incarnation
4634,Majora's Mask
4635,Majora's Mask (boss)
4636,Majora's Mask (mask)
4637,Majora's Mask: The Abridged Series
4638,Majora's Ocarina
4639,Majora's Wrath
4640,Majora
4641,Maka Rah
4642,Maka Rah Shrine
4643,Makar
4644,Riju
4645,Mako
4646,Maku Path
4647,Maku Road
4648,Maku Seed
4649,Maku Tree
4650,Maku Tree (Oracle of Ages)
4651,Maku Tree (Oracle of Seasons)
4652,Makure
4653,Malanya
4654,Malanya Spring
4655,Malena
4656,Malgyorg
4657,Malice
4658,Malin Bay
4659,Malladus
4660,Malladus (boss)
4661,Mallara
4662,Malo
4663,Malo Mart
4664,Malon
4665,Mama
4666,Mama Turtle
4667,Mamamu Yan
4668,Mamba
4669,Mamu
4670,Man Who Could See the Truth
4671,Man from the Bazaar
4672,Man from the Bomb Shop
4673,Man from the Medicine Shop
4674,Man from the Shooting Gallery
4675,Man from the Swamp Shooting Gallery
4676,Man from the Trading Post
4677,Man of Smiles
4678,Man on the Roof
4679,Manbo's Mambo
4680,Manbo's Pond
4681,Manbo
4682,The Legend of Zelda series manga
4683,Manhala Bridge
4684,Manhandla's Sapling
4685,Manhandla's Toxic Dust
4686,Manhandla
4687,Manhandla (Four Swords Adventures)
4688,Manhandla (Hyrule Warriors)
4689,Manhandla (Oracle of Seasons)
4690,Manhandla (The Legend of Zelda)
4691,Manny
4692,Manny (Breath of the Wild)
4693,Manny (The Wind Waker)
4694,Mansion
4695,Mantis
4696,Map-Seller
4697,Map of Hyrule
4698,Mapla Point
4699,Maple's Ring
4700,Maple
4701,Marblod Plain
4702,Marcy
4703,Margoma
4704,Margomill
4705,Marin/Hyrule Warriors
4706,Marin
4707,Marine Research Lab
4708,Maritime Defense Force
4709,Maritta Exchange Ruins
4710,Mark
4711,Marks of the Goddesses
4712,Mark of a Hero
4713,Market
4714,Marot
4715,Marot Mart
4716,Married to the Moblin
4717,Marshall
4718,Marta
4719,Martha's Bay
4720,Martha's Landing
4721,Martha
4722,Mask-Mimic
4723,Mask
4724,Mask (Hyrule Warriors)
4725,Mask Shop
4726,Mask of Scents
4727,Mask of Truth
4728,Masked Elder
4729,Masked Followers
4730,Masked Granny
4731,Masked Ship
4732,Massive Sword
4733,Master's Plaque
4734,Master
4735,Master Cycle
4736,Master Cycle Zero
4737,Master Diver
4738,Master Kohga
4739,Second Quest
4740,Master Ore
4741,Master Pen
4742,Master Rupee
4743,Master Stalfos
4744,Master Sword (Hyrule Warriors)
4745,Master Sword Lv2
4746,Master Sword Lv3
4747,Master of the Wind
4748,Treasures
4749,Material Bag
4750,Mau
4751,Maw of Death Mountain
4752,Max
4753,Mayor's Residence
4754,Mayor
4755,Mayor Bo
4756,Mayor Dotour
4757,Mayor Hagen's Lakeside Cabin
4758,Mayor Hagen
4759,Mayor Kravindish
4760,Mayor Plen
4761,Mayor Ruul
4762,Maypin
4763,Mayro
4764,Mazaal
4765,Maze
4766,Maze Island
4767,Maze Island (Phantom Hourglass)
4768,Maze Island (The Adventure of Link)
4769,Maze Island Palace
4770,Mazli
4771,Mazo
4772,McNey
4773,Meadela's Mantle
4774,Meadow
4775,Meat
4776,Meat and Mushroom Skewer
4777,Meat Curry
4778,Meat Pie
4779,Meat Skewer
4780,Meat Stew
4781,Meat and Rice Bowl
4782,Meat and Seafood Fry
4783,Meaty Rice Balls
4784,Meda Mountain
4785,Medal
4786,Medal of Courage
4787,Medal of Honor
4788,Medal of Honor: Hinox
4789,Medal of Honor: Molduga
4790,Medal of Honor: Talus
4791,Medallion
4792,Medals
4793,Medusa Head
4794,Sidebar
4795,Sitenotice
4796,Wiki-navigation
4797,Talk: Sitenotice
4798,Medical Clinic
4799,Medicinal Molduga
4800,Medicine Scent
4801,Medicine Shop
4802,Medigoron's Blade Store
4803,Medigoron
4804,Medilia
4805,Medingo Pool
4806,Medium Bomb Bag
4807,Medium Quiver
4808,Medium Seed Satchel
4809,Medium Wallet
4810,Medli/Hyrule Warriors
4811,Medli
4812,Medoh's Emblem
4813,Meeshy
4814,Meg
4815,Mega Ice
4816,Megaphone
4817,Megaton Hammer
4818,Meghyn
4819,Megmat
4820,Mei
4821,Mekar Island
4822,Mekar River
4823,Melari's Mines
4824,Melari
4825,Mellie's Plum Garden
4826,Mellie
4827,Melody of Darkness
4828,Member's Card
4829,Membership Card
4830,Menoat River
4831,Mental Training
4832,Mercay Island
4833,Mercay Island (Breath of the Wild)
4834,Mercay Island (Phantom Hourglass)
4835,Mercay Island Shop
4836,Merchant
4837,Merchant Coat
4838,Merchant Fan
4839,Merco
4840,Merging
4841,Merina
4842,Mermaid's Cave
4843,Mermaid's Scale
4844,Mermaid
4845,Mermaid Key
4846,Mermaid Suit
4847,Mesa
4848,Message in a Bottle
4849,Metal Moblin Shield
4850,Metal Plate
4851,Metal Shield Moblin
4852,Meteo Wizzrobe
4853,Meteor Rod
4854,Meter Giant
4855,Mezer
4856,Mezza Lo
4857,Mezza Lo Shrine
4858,Mia
4859,Midla Woods
4860,Midna/Hyrule Warriors
4861,Midna's Forces
4862,Midna's Hair
4863,Midna's Helmet
4864,Midna
4865,Mido
4866,Mido Swamp
4867,Midoro Palace
4868,Midoro Swamp
4869,Miff
4870,Mighty Bananas
4871,Mighty Carp
4872,Mighty Darknut
4873,Mighty Elixir
4874,Mighty Lynel Bow
4875,Mighty Lynel Crusher
4876,Mighty Lynel Shield
4877,Mighty Lynel Spear
4878,Mighty Lynel Sword
4879,Mighty Porgy
4880,Mighty Thistle
4881,Mighty Zora Warrior
4882,Miiverse
4883,Mija
4884,Mijah Rokee
4885,Mijah Rokee Shrine
4886,Mikau
4887,Mikau Lake
4888,Mila's Father
4889,Mila
4890,Military Training Camp
4891,Militron
4892,Milk
4893,Milk Bar
4894,Milk Bar Owner
4895,Milk Bar Owner (Hyrule)
4896,Milk Bar Owner (Lorule)
4897,Milk Road
4898,Millennio Sandbar
4899,Millionaire Doll
4900,Mils
4901,Mimic
4902,Mimo
4903,Mimos
4904,Mina
4905,Mine
4906,Mine (Majora's Mask)
4907,Mine Cart
4908,Minenco
4909,Mini-Moldorm
4910,Mini-boss
4911,Mini-dungeon
4912,Mini-game Operator
4913,Mini Death Bug Chrysalis
4914,Mini Freezard
4915,Miniblin
4916,Miniblin Captain
4917,Minish Cap
4918,Minish Door
4919,Minish Elder
4920,Minish Village
4921,Minish Woods
4922,Minish World
4923,Minister Potho
4924,Minshi Woods
4925,Minuet of Forest
4926,Mipha's Diary
4927,Mipha's Grace
4928,Mipha
4929,Mirro Shaz
4930,Mirro Shaz Shrine
4931,Mirror
4932,Mirror (Hyrule Warriors)
4933,Mirror (The Adventure of Link)
4934,Mirror Chamber
4935,Mirror Shield
4936,Mirror of Shadows
4937,Mirror of Silence
4938,Mirror of Truth
4939,Mirror of Twilight
4940,Misa's Recipe Book
4941,Misa
4942,Misae Suma
4943,Misae Suma Shrine
4944,Misery Mire
4945,Misery Mire (A Link Between Worlds)
4946,Misery Mire (A Link to the Past)
4947,Misko's EX Journal
4948,Misko's EX Journal 2
4949,"Misko, the Great Bandit"
4950,Misko
4951,Missing in Action
4952,Missy
4953,Missy (Freshly-Picked Tingle's Rosy Rupeeland)
4954,Missy (The Wind Waker)
4955,Mittens' Owner
4956,Mittens
4957,Miyamoto Order
4958,Mo'a Keet
4959,Mo'a Keet Shrine
4960,Moa
4961,Moat Bridge
4962,Moblin's Keep
4963,Moblin's Letter
4964,Moblin Arm
4965,Moblin Base
4966,Moblin Cave
4967,Moblin Club
4968,Moblin Fang
4969,Moblin Flank
4970,Moblin Guts
4971,Moblin Horn
4972,Moblin Mask
4973,Moblin Ring
4974,Moblin Spear
4975,Moblin Statue
4976,Moby
4977,Mock Fairy
4978,Modar
4979,Moe
4980,Mogg Latan
4981,Mogg Latan Shrine
4982,Moggs
4983,Mogma
4984,Mogma Mitts
4985,Moink
4986,Molblin's Magic Spear
4987,Moldarach
4988,Moldola
4989,Moldorm
4990,Moldorm (A Link Between Worlds)
4991,Moldorm (A Link to the Past)
4992,Moldorm (Link's Awakening)
4993,Moldorm (Tri Force Heroes)
4994,Molduga
4995,Molduga Fin
