id,page,type
2117,Dodongo_(Four_Swords_Adventures).html,ENEMY
2117,Dodongo_(Four_Swords_Adventures).html,CHARACTER
2118,Dodongo_(Oracle_of_Seasons).html,ENEMY
2118,Dodongo_(Oracle_of_Seasons).html,CHARACTER
2119,Dodongo_(The_Legend_of_Zelda).html,ENEMY
2119,Dodongo_(The_Legend_of_Zelda).html,CHARACTER
2121,Dog.html,RACE
2122,Dog_Food.html,ITEM
2123,Doggie_Mask.html,QUEST
2123,Doggie_Mask.html,ITEM
2124,Doggy_Racetrack.html,LOCATION
2125,Doggy_Racing.html,RACE
2126,Dojos.html,LOCATION
2128,Dolphin.html,RACE
2129,Domidak.html,LOCATION
2129,Domidak.html,CHARACTER
2130,Dominion_Rod.html,ENEMY
2130,Dominion_Rod.html,CHARACTER
2130,Dominion_Rod.html,ITEM
2133,Don_Gero.html,CHARACTER
2134,Dongorongo.html,LOCATION
2134,Dongorongo.html,ENEMY
2134,Dongorongo.html,CHARACTER
2134,Dongorongo.html,DUNGEON
2135,Donkey.html,RACE
2136,Doof.html,CHARACTER
2137,Doomknocker.html,ENEMY
2137,Doomknocker.html,CHARACTER
2138,Door.html,ITEM
2139,Door_Mimic.html,ENEMY
2139,Door_Mimic.html,CHARACTER
2140,Door_of_Friendship.html,ITEM
2142,Doors_of_Virtue.html,LOCATION
2144,Dora_Dora.html,LOCATION
2144,Dora_Dora.html,ENEMY
2144,Dora_Dora.html,CHARACTER
2144,Dora_Dora.html,DUNGEON
2145,Dorian.html,LOCATION
2145,Dorian.html,CHARACTER
2146,Dorill.html,LOCATION
2146,Dorill.html,CHARACTER
2147,Dorrah.html,CHARACTER
2148,Dottie.html,CHARACTER
2150,Double_Clawshots.html,ITEM
2151,Douma.html,LOCATION
2151,Douma.html,CHARACTER
2153,Dovos.html,CHARACTER
2155,Dow_Na'eh_Shrine.html,LOCATION
2155,Dow_Na'eh_Shrine.html,SHRINE
2157,Dowse.html,LOCATION
2158,Dowsing.html,LOCATION
2159,Doylan.html,CHARACTER
2160,Doyle.html,CHARACTER
2161,Dr-2.html,LOCATION
2161,Dr-2.html,CHARACTER
2161,Dr-2.html,ITEM
2162,Dr-3.html,CHARACTER
2163,Dr.html,CHARACTER
2164,Drablands.html,LOCATION
2165,Dracozu_Lake.html,LOCATION
2166,Dracozu_River.html,LOCATION
2167,Dragon's_Exile.html,LOCATION
2168,Dragon.html,RACE
2169,Dragon_Bone_Mire.html,LOCATION
2171,Dragon_Fry.html,ITEM
2172,Dragon_Key.html,LOCATION
2176,Dragon_Roost_Cavern.html,LOCATION
2176,Dragon_Roost_Cavern.html,DUNGEON
2177,Dragon_Roost_Island.html,LOCATION
2178,Dragon_Roost_Mountain.html,LOCATION
2178,Dragon_Roost_Mountain.html,CHARACTER
2178,Dragon_Roost_Mountain.html,DUNGEON
2179,Dragon_Scale.html,ITEM
2180,Dragon_Sculpture.html,ITEM
2183,Dragonbone_Boko_Bat.html,ITEM
2184,Dragonbone_Boko_Bow.html,ITEM
2185,Dragonbone_Boko_Club.html,ITEM
2186,Dragonbone_Boko_Shield.html,ITEM
2187,Dragonbone_Boko_Spear.html,ITEM
2188,Dragonbone_Moblin_Club.html,ITEM
2190,Dragonbone_Pike.html,ITEM
2190,Dragonbone_Pike.html,WEAPON
2191,Dragonfly.html,ENEMY
2191,Dragonfly.html,CHARACTER
2192,Drak.html,CHARACTER
2193,Dream_Shrine.html,LOCATION
2194,Dreamer_Bandana.html,ITEM
2195,Dreamer_Skirt.html,ITEM
2196,Dreamer_Top.html,ITEM
2197,Drenan_Highlands.html,LOCATION
2198,Drillshaft.html,ITEM
2198,Drillshaft.html,WEAPON
2199,Drona.html,CHARACTER
2200,Dronoc's_Pass.html,LOCATION
2205,Duck.html,RACE
2206,Dueling_Peaks.html,LOCATION
2207,Dueling_Peaks_South.html,LOCATION
2208,Dueling_Peaks_Stable.html,LOCATION
2209,Dueling_Peaks_Tower.html,LOCATION
2211,Dugby.html,CHARACTER
2212,Duke.html,CHARACTER
2213,Duke_Onkled.html,CHARACTER
2214,Duko.html,CHARACTER
2215,Dumbbell.html,QUEST
2215,Dumbbell.html,ITEM
2216,Dunba_Taag.html,CHARACTER
2217,Dunba_Taag_Shrine.html,LOCATION
2217,Dunba_Taag_Shrine.html,SHRINE
2219,Dunewalker_Duds.html,ITEM
2220,Dungeon.html,VIDEOGAME
2220,Dungeon.html,LOCATION
2222,Dungeon_Map.html,ITEM
2223,Dungeons.html,VIDEOGAME
2223,Dungeons.html,LOCATION
2224,Dunma.html,CHARACTER
2225,Dunsel_Plateau.html,LOCATION
2227,Dusk_Relic.html,ITEM
2228,Dwarven_Swordsmiths.html,CHARACTER
2229,EX_Ancient_Horse_Rumors.html,QUEST
2230,EX_Champion_Daruk's_Song.html,QUEST
2231,EX_Champion_Mipha's_Song.html,QUEST
2232,EX_Champion_Revali's_Song.html,QUEST
2233,EX_Champion_Urbosa's_Song.html,QUEST
2235,EX_Royal_Guard_Rumors.html,QUEST
2236,EX_Strange_Mask_Rumors.html,QUEST
2237,EX_Teleportation_Rumors!.html,QUEST
2238,EX_Treasure_Chest.html,ITEM
2239,EX_Treasure__Ancient_Mask.html,QUEST
2240,EX_Treasure__Dark_Armor.html,QUEST
2241,EX_Treasure__Fairy_Clothes.html,QUEST
2244,EX_Treasure__Merchant_Hood.html,QUEST
2245,EX_Treasure__Phantasma.html,QUEST
2246,EX_Treasure__Twilight_Relic.html,LOCATION
2246,EX_Treasure__Twilight_Relic.html,QUEST
2247,EX_Treasure__Usurper_King.html,ISLAND
2247,EX_Treasure__Usurper_King.html,LOCATION
2247,EX_Treasure__Usurper_King.html,QUEST
2248,EX_Trial_of_the_Sword.html,QUEST
2249,Eagle's_Tower.html,LOCATION
2249,Eagle's_Tower.html,DUNGEON
2250,Eagus.html,CHARACTER
2251,Eagus_Bridge.html,LOCATION
2253,Earth_Element.html,ITEM
2257,Earth_Spring.html,LOCATION
2259,Earth_Temple_(Skyward_Sword).html,LOCATION
2259,Earth_Temple_(Skyward_Sword).html,DUNGEON
2260,Earth_Temple_(The_Wind_Waker).html,LOCATION
2260,Earth_Temple_(The_Wind_Waker).html,DUNGEON
2261,Earth_Temple_Key.html,ITEM
2262,East_Akkala_Beach.html,LOCATION
2263,East_Akkala_Plains.html,LOCATION
2264,East_Akkala_Stable.html,LOCATION
2265,East_Barrens.html,LOCATION
2266,East_Bridge.html,LOCATION
2267,East_Castle_Town.html,LOCATION
2268,East_Clock_Town.html,LOCATION
2269,East_Deplian_Badlands.html,LOCATION
2270,East_Gerudo_Mesa.html,LOCATION
2271,East_Gerudo_Ruins.html,LOCATION
2272,East_Gut_Check_Rock.html,LOCATION
2273,East_Hyrule_Castle.html,LOCATION
2274,East_Mount_Granajh.html,LOCATION
2275,East_Necluda.html,LOCATION
2276,East_Passage.html,LOCATION
2277,East_Post_Ruins.html,LOCATION
2278,East_Ranch_Ruins.html,LOCATION
2279,East_Reservoir_Lake.html,LOCATION
2280,East_Sokkala_Bridge.html,LOCATION
2281,East_Wind.html,SHOP
2281,East_Wind.html,LOCATION
2282,East_of_the_Bay.html,LOCATION
2283,Eastern_Abbey.html,LOCATION
2284,Eastern_Coast.html,LOCATION
2285,Eastern_Daval_Peak.html,LOCATION
2286,Eastern_Fairy_Island.html,LOCATION
2286,Eastern_Fairy_Island.html,ISLAND
2287,Eastern_Hills.html,LOCATION
2287,Eastern_Hills.html,CHARACTER
2289,Eastern_Hyrule_(Four_Swords_Adventures).html,LOCATION
2290,Eastern_Hyrule_(The_Adventure_of_Link).html,LOCATION
2292,Eastern_Palace_(A_Link_Between_Worlds).html,LOCATION
2292,Eastern_Palace_(A_Link_Between_Worlds).html,DUNGEON
2293,Eastern_Palace_(A_Link_to_the_Past).html,LOCATION
2293,Eastern_Palace_(A_Link_to_the_Past).html,DUNGEON
2295,Eastern_Temple.html,LOCATION
2296,Eastern_Triangle_Island.html,LOCATION
2296,Eastern_Triangle_Island.html,ISLAND
2297,Eastmost_Penninsula.html,LOCATION
2298,Ebara_Forest.html,LOCATION
2299,Ebon_Mountain.html,LOCATION
2301,Eddo.html,LOCATION
2301,Eddo.html,CHARACTER
2304,Edge_of_Duality.html,ITEM
2304,Edge_of_Duality.html,WEAPON
2305,Eenie_&_Meenie.html,QUEST
2305,Eenie_&_Meenie.html,CHARACTER
2306,Eeno.html,ENEMY
2306,Eeno.html,CHARACTER
2310,Egg_Tart.html,ITEM
2311,Eight_Dragons.html,CHARACTER
2312,Eightfold_Blade.html,LOCATION
2312,Eightfold_Blade.html,ITEM
2312,Eightfold_Blade.html,WEAPON
2313,Eightfold_Longblade.html,ENEMY
2313,Eightfold_Longblade.html,CHARACTER
2313,Eightfold_Longblade.html,ITEM
2315,Elde_Inn.html,LOCATION
2317,Eldin's_Flank.html,LOCATION
2319,Eldin_(Breath_of_the_Wild).html,LOCATION
2320,Eldin_(Skyward_Sword).html,CHARACTER
2321,Eldin_(Twilight_Princess).html,CHARACTER
2322,Eldin_Bridge.html,LOCATION
2323,Eldin_Canyon.html,LOCATION
2324,Eldin_Caves.html,LOCATION
2325,Eldin_Great_Skeleton.html,LOCATION
2326,Eldin_Mountains.html,LOCATION
2327,Eldin_Ore.html,LOCATION
2327,Eldin_Ore.html,ITEM
2328,Eldin_Province.html,LOCATION
2330,Eldin_Spring.html,LOCATION
2331,Eldin_Tower.html,LOCATION
2332,Eldin_Volcano.html,LOCATION
2335,Electric_Chuchu.html,ENEMY
2335,Electric_Chuchu.html,CHARACTER
2336,Electric_Darner.html,ITEM
2337,Electric_Keese.html,ENEMY
2337,Electric_Keese.html,CHARACTER
2338,Electric_Keese_Wing.html,ITEM
2340,Electric_Safflina.html,ITEM
2341,Electric_Wizzrobe.html,ENEMY
2341,Electric_Wizzrobe.html,CHARACTER
2342,Electro_Elixir.html,ITEM
2343,Electro_Spume.html,ENEMY
2343,Electro_Spume.html,CHARACTER
2343,Electro_Spume.html,ITEM
2343,Electro_Spume.html,WEAPON
2348,Elemental_Sanctuary.html,LOCATION
2349,Elements.html,ITEM
2350,Elevator.html,ITEM
2351,Elixir.html,ITEM
2352,Elixir_Soup.html,LOCATION
2352,Elixir_Soup.html,STORE
2352,Elixir_Soup.html,ITEM
2353,Elma.html,CHARACTER
2354,Elma_Knolls.html,LOCATION
2355,Elsie.html,LOCATION
2355,Elsie.html,CHARACTER
2356,Ember.html,CHARACTER
2357,Ember_Seed.html,ITEM
2357,Ember_Seed.html,LOCATION
2357,Ember_Seed.html,STORE
2360,Embrose.html,CHARACTER
2361,Embry.html,CHARACTER
2362,Emma.html,CHARACTER
2363,Empty_Bottle.html,ITEM
2363,Empty_Bottle.html,WEAPON
2365,Empty_Well.html,LOCATION
2367,Ena.html,LOCATION
2367,Ena.html,CHARACTER
2368,Enchanted.html,SHOP
2368,Enchanted.html,LOCATION
2369,Endai.html,CHARACTER
2372,Endless_Night.html,ITEM
2373,Endless_Pit.html,LOCATION
2374,Endless_Trap.html,LOCATION
2374,Endless_Trap.html,ITEM
2375,Ends_of_the_Earth_Station.html,LOCATION
2375,Ends_of_the_Earth_Station.html,ITEM
2375,Ends_of_the_Earth_Station.html,WEAPON
2376,Endura_Carrot.html,ITEM
2377,Endura_Shroom.html,ITEM
2378,Enduring_Elixir.html,ITEM
2379,Enduring_Mushroom_Skewer.html,ITEM
2380,Enemy_Nation.html,LOCATION
2381,Energetic_Rhino_Beetle.html,ITEM
2382,Energizing_Elixir.html,ITEM
2385,Energizing_Honeyed_Apple.html,ITEM
2386,Energizing_Meat_&_Mushroom_Skewer.html,ITEM
2387,Energizing_Meat_and_Mushroom_Skewer.html,ITEM
2389,Energizing_Mushroom_Skewer.html,ITEM
2390,Energizing_Salt-Grilled_Fish.html,ITEM
2391,Energy_Gauge.html,LOCATION
2392,Energy_Gear.html,ITEM
2393,Energy_Ring.html,ITEM
2394,Engine_Grease.html,QUEST
2394,Engine_Grease.html,ITEM
2395,Engineer's_Clothes.html,ITEM
2396,Engineer.html,CHARACTER
2397,Engineer_Certificate.html,ITEM
2399,Enhanced_Lizal_Spear.html,ITEM
2401,Eox.html,ENEMY
2401,Eox.html,CHARACTER
2403,Epona.html,CHARACTER
2406,Equestrian_Riding_Course.html,LOCATION
2409,Ergtorok.html,ENEMY
2409,Ergtorok.html,CHARACTER
2410,Erik.html,CHARACTER
2411,Erla.html,CHARACTER
2412,Erol.html,CHARACTER
2413,Error.html,CHARACTER
2414,Eryck.html,LOCATION
2414,Eryck.html,CHARACTER
2416,Essa.html,CHARACTER
2421,Estan.html,CHARACTER
2423,Ether_Medallion.html,ENEMY
2423,Ether_Medallion.html,LOCATION
2423,Ether_Medallion.html,DUNGEON
2423,Ether_Medallion.html,ITEM
2423,Ether_Medallion.html,CHARACTER
2424,Etsu_Korima.html,CHARACTER
2425,Etsu_Korima_Shrine.html,LOCATION
2425,Etsu_Korima_Shrine.html,SHRINE
2426,Evan.html,CHARACTER
2427,Eventide_Island.html,ENEMY
2427,Eventide_Island.html,LOCATION
2427,Eventide_Island.html,ISLAND
2427,Eventide_Island.html,CHARACTER
2428,Evil_Crystal.html,ITEM
2429,Evil_Eagle.html,LOCATION
2429,Evil_Eagle.html,ENEMY
2429,Evil_Eagle.html,CHARACTER
2429,Evil_Eagle.html,DUNGEON
2430,Evil_Jar.html,ENEMY
2430,Evil_Jar.html,CHARACTER
2431,Exchange_Ruins.html,LOCATION
2432,Exotic_Flower.html,QUEST
2432,Exotic_Flower.html,ITEM
2433,Expansion_Pak.html,VIDEOGAME
2434,Experience.html,ENEMY
2434,Experience.html,CHARACTER
2434,Experience.html,ITEM
2438,Explorer.html,CHARACTER
2440,Extra-Effective_Item_Attacks.html,ITEM
2441,Extra_Wallet.html,ITEM
2442,Extravagant_Bridle.html,ITEM
2443,Extravagant_Saddle.html,ITEM
2445,Eye_Slug.html,CHARACTER
2446,Eye_Switch.html,ITEM
2447,Eyeball_Frog.html,QUEST
2447,Eyeball_Frog.html,ITEM
2449,Eyeglass_Isle.html,LOCATION
2449,Eyeglass_Isle.html,ITEM
2451,Eyeglass_Lake.html,LOCATION
2452,Eyegore.html,ENEMY
2452,Eyegore.html,CHARACTER
2454,Eyesoar.html,ENEMY
2454,Eyesoar.html,CHARACTER
2455,Ezlo.html,CHARACTER
2457,Fabulous_Five_Froggish_Tenors.html,CHARACTER
2458,Fabulously_Rich_Family.html,CHARACTER
2459,Face_Key.html,ITEM
2461,Face_Shrine_(dungeon).html,LOCATION
2461,Face_Shrine_(dungeon).html,DUNGEON
2462,Face_Shrine_(region).html,LOCATION
2463,Face_the_Frost_Talus.html,QUEST
2463,Face_the_Frost_Talus.html,ITEM
2465,Fado_(Ocarina_of_Time).html,CHARACTER
2466,Fado_(The_Wind_Waker).html,CHARACTER
2468,Failed_Experiment.html,ITEM
2469,Fairies'_Woods.html,LOCATION
2473,Fairy_(Breath_of_the_Wild).html,LOCATION
2473,Fairy_(Breath_of_the_Wild).html,ISLAND
2473,Fairy_(Breath_of_the_Wild).html,ITEM
2475,Fairy_Bow.html,ITEM
2476,Fairy_Doll.html,DUNGEON
2476,Fairy_Doll.html,LOCATION
2476,Fairy_Doll.html,ITEM
2479,Fairy_Fountain.html,LOCATION
2480,Fairy_Garden.html,LOCATION
2482,Fairy_Lover.html,CHARACTER
2483,Fairy_Ocarina.html,QUEST
2483,Fairy_Ocarina.html,ITEM
2484,Fairy_Pond.html,LOCATION
2486,Fairy_Queen.html,CHARACTER
2487,Fairy_Slingshot.html,DUNGEON
2487,Fairy_Slingshot.html,LOCATION
2487,Fairy_Slingshot.html,ITEM
2489,Fairy_Tonic.html,ITEM
2490,Fairy_of_Winds.html,CHARACTER
2491,Fake_Sword.html,ITEM
2492,Falbi's_Flight-by-Fowl.html,LOCATION
2492,Falbi's_Flight-by-Fowl.html,ITEM
2494,Falcon_Bow.html,ITEM
2495,Falmark.html,LOCATION
2495,Falmark.html,CHARACTER
2497,Fanadi's_Palace.html,LOCATION
2498,Fanadi.html,CHARACTER
2500,Fang_and_Bone.html,SHOP
2500,Fang_and_Bone.html,LOCATION
2501,Far_Eastern_Sea.html,LOCATION
2506,Faron_(Breath_of_the_Wild).html,LOCATION
2507,Faron_(Skyward_Sword).html,CHARACTER
2510,Faron_Grasslands.html,LOCATION
2511,Faron_High_Road.html,LOCATION
2512,Faron_Province.html,LOCATION
2513,Faron_Sea.html,LOCATION
2515,Faron_Spring.html,LOCATION
2516,Faron_Tower.html,LOCATION
2517,Faron_Woods.html,LOCATION
2518,Farore's_Charm.html,ITEM
2520,Farore's_Flame.html,ITEM
2521,Farore's_Flame_Chamber.html,LOCATION
2521,Farore's_Flame_Chamber.html,ITEM
2521,Farore's_Flame_Chamber.html,WEAPON
2523,Farore's_Pearl.html,ITEM
2526,Farore_(goddess).html,CHARACTER
2527,Farore_(oracle).html,CHARACTER
2529,Farosh's_Fang.html,ITEM
2530,Farosh's_Horn.html,ITEM
2531,Farosh's_Scale.html,ITEM
2532,Farosh.html,CHARACTER
2533,Farosh_Hills.html,LOCATION
2534,Fashion_Passion.html,LOCATION
2537,Father's_Letter.html,ITEM
2540,Faáade_(Link's_Awakening).html,LOCATION
2540,Faáade_(Link's_Awakening).html,ENEMY
2540,Faáade_(Link's_Awakening).html,CHARACTER
2540,Faáade_(Link's_Awakening).html,DUNGEON
2541,Faáade_(Oracle_of_Seasons).html,ENEMY
2541,Faáade_(Oracle_of_Seasons).html,CHARACTER
2543,Feathered_Edge.html,ITEM
2545,Fegran.html,CHARACTER
2546,Felicia.html,CHARACTER
2547,Female_Monkey.html,CHARACTER
2549,Ferris_Wheel.html,LOCATION
2549,Ferris_Wheel.html,ISLAND
2550,Ferrus.html,CHARACTER
2552,Festari.html,CHARACTER
2553,Festival_Tower.html,LOCATION
2554,Fi%2FHyrule_Warriors.html,LOCATION
2554,Fi%2FHyrule_Warriors.html,CHARACTER
2555,Fi's_Crystal.html,ITEM
2556,Fi's_Heels.html,ITEM
2557,Fi.html,CHARACTER
2559,Fierce_Deity's_Mask.html,ITEM
2560,Fierce_Deity.html,CHARACTER
2561,Fierce_Deity_Armor.html,ITEM
2562,Fierce_Deity_Boots.html,ITEM
2563,Fierce_Deity_Mask.html,ITEM
2564,Fierce_Deity_Sword.html,ITEM
2564,Fierce_Deity_Sword.html,WEAPON
2565,Fiery_Aeralfos.html,ENEMY
2565,Fiery_Aeralfos.html,CHARACTER
2568,Fifi.html,CHARACTER
2569,Fighter's_Shield.html,ITEM
2570,Fighter's_Sword.html,ITEM
2570,Fighter's_Sword.html,WEAPON
2573,Fill-Up_Coupon.html,ITEM
2574,Fin.html,CHARACTER
2575,Fin_Piranha.html,ENEMY
2575,Fin_Piranha.html,CHARACTER
2577,Final_Trial.html,LOCATION
2577,Final_Trial.html,DUNGEON
2578,Find_Kheel.html,ITEM
2579,Find_the_Fairy_Fountain.html,LOCATION
2579,Find_the_Fairy_Fountain.html,ITEM
2580,Finley's_Letter.html,ITEM
2582,Finley.html,CHARACTER
2583,Finra_Woods.html,LOCATION
2584,Fir_River.html,LOCATION
2585,Fire-Breath_Lizalfos.html,ENEMY
2585,Fire-Breath_Lizalfos.html,CHARACTER
2586,Fire_Arrow.html,ITEM
2587,Fire_Arrows.html,ITEM
2588,Fire_Blazer.html,ITEM
2589,Fire_Cephalopod.html,LOCATION
2589,Fire_Cephalopod.html,ENEMY
2589,Fire_Cephalopod.html,CHARACTER
2589,Fire_Cephalopod.html,DUNGEON
2590,Fire_Chuchu.html,ENEMY
2590,Fire_Chuchu.html,CHARACTER
2590,Fire_Chuchu.html,ITEM
2590,Fire_Chuchu.html,WEAPON
2591,Fire_Element.html,ITEM
2592,Fire_Glove.html,ITEM
2593,Fire_Keese.html,LOCATION
2593,Fire_Keese.html,ENEMY
2593,Fire_Keese.html,CHARACTER
2593,Fire_Keese.html,DUNGEON
2594,Fire_Keese_Wing.html,ITEM
2595,Fire_Medallion.html,ITEM
2596,Fire_Mountain.html,LOCATION
2596,Fire_Mountain.html,ISLAND
2598,Fire_Realm.html,LOCATION
2601,Fire_Sanctuary_(Skyward_Sword).html,LOCATION
2601,Fire_Sanctuary_(Skyward_Sword).html,DUNGEON
2602,Fire_Sanctuary_(Spirit_Tracks).html,LOCATION
2603,Fire_Spell.html,ENEMY
2603,Fire_Spell.html,CHARACTER
2605,Fire_Temple_(Ocarina_of_Time).html,LOCATION
2605,Fire_Temple_(Ocarina_of_Time).html,ENEMY
2605,Fire_Temple_(Ocarina_of_Time).html,CHARACTER
2605,Fire_Temple_(Ocarina_of_Time).html,DUNGEON
2608,Fire_Toadpoli.html,ENEMY
2608,Fire_Toadpoli.html,CHARACTER
2609,Fire_Wizzrobe.html,ENEMY
2609,Fire_Wizzrobe.html,CHARACTER
2611,Fireblight_Ganon.html,ENEMY
2611,Fireblight_Ganon.html,CHARACTER
2613,Fireproof_Elixir.html,ITEM
2614,Fireproof_Lizard.html,ITEM
2615,Fireproof_Lizard_Roundup.html,LOCATION
2615,Fireproof_Lizard_Roundup.html,QUEST
2615,Fireproof_Lizard_Roundup.html,ITEM
2616,Fireshield_Earrings.html,ITEM
2617,Firly_Plateau.html,LOCATION
2618,Firly_Pond.html,LOCATION
2621,First_Gatehouse.html,LOCATION
2622,First_Gen_Ring.html,ITEM
2623,First_Mate.html,CHARACTER
2624,Fish.html,LOCATION
2624,Fish.html,STORE
2626,Fish_Journal.html,ITEM
2627,Fish_Pie.html,ITEM
2628,Fish_Rock.html,LOCATION
2629,Fish_Saleswoman.html,CHARACTER
2630,Fish_Skewer.html,ITEM
2631,Fish_and_Mushroom_Skewer.html,ITEM
2632,Fisherman's_Hut.html,LOCATION
2633,Fisherman's_Island.html,LOCATION
2633,Fisherman's_Island.html,ISLAND
2634,Fisherman's_Shield.html,ITEM
2636,Fisherman_(Link's_Awakening).html,LOCATION
2636,Fisherman_(Link's_Awakening).html,CHARACTER
2637,Fisherman_(Majora's_Mask).html,CHARACTER
2639,Fishing_Harpoon.html,CHARACTER
2640,Fishing_Hole.html,LOCATION
2641,Fishing_Hole_Pass.html,ITEM
2642,Fishing_Hook.html,QUEST
2642,Fishing_Hook.html,ITEM
2643,Fishing_Pond.html,LOCATION
2644,Fishing_Resort.html,LOCATION
2645,Fishing_Rod.html,ITEM
2646,Fishman.html,CHARACTER
2647,Fishmen.html,CHARACTER
2648,Fissure.html,LOCATION
2648,Fissure.html,ITEM
2649,Fist_Ring.html,ITEM
2650,Five-Eye_Reef.html,LOCATION
2651,Five-Star_Isles.html,LOCATION
2654,Flame_Lantern.html,ITEM
2655,Flameblade.html,ITEM
2662,Flamola.html,ENEMY
2662,Flamola.html,CHARACTER
2663,Flare_Dancer.html,LOCATION
2663,Flare_Dancer.html,ENEMY
2663,Flare_Dancer.html,CHARACTER
2663,Flare_Dancer.html,DUNGEON
2665,Flat.html,CHARACTER
2666,Flavi.html,LOCATION
2666,Flavi.html,CHARACTER
2667,Flaxel.html,CHARACTER
2668,Fledge.html,CHARACTER
2669,Fleet-Lotus_Seeds.html,ITEM
2672,Flight_Control_Platform.html,LOCATION
2673,Flight_Range.html,LOCATION
2676,Floodgate_Keeper.html,LOCATION
2676,Floodgate_Keeper.html,DUNGEON
2680,Floret_Sandbar.html,LOCATION
2681,Floria_Bridge.html,LOCATION
2682,Floria_Falls.html,LOCATION
2683,Floria_River.html,LOCATION
2685,Flown_the_Coop.html,QUEST
2685,Flown_the_Coop.html,ITEM
2686,Flurris.html,CHARACTER
2688,Flute.html,ITEM
2689,Flute_Boy's_Father.html,CHARACTER
2690,Flute_Boy.html,CHARACTER
2692,Flying_Pot.html,ENEMY
2692,Flying_Pot.html,CHARACTER
2693,Flying_Rooster.html,CHARACTER
2694,Flying_Skull.html,ENEMY
2694,Flying_Skull.html,CHARACTER
2695,Flying_Tile.html,ENEMY
2695,Flying_Tile.html,CHARACTER
2696,Focus_Spirit.html,CHARACTER
2697,Focus_Spirit_Attack.html,CHARACTER
2698,Fofo.html,CHARACTER
2701,Fokka.html,ENEMY
2701,Fokka.html,CHARACTER
2702,Fokkeru.html,VIDEOGAME
2702,Fokkeru.html,ENEMY
2702,Fokkeru.html,CHARACTER
2703,Follow_the_Sheikah_Slate.html,QUEST
2703,Follow_the_Sheikah_Slate.html,ITEM
2704,Food.html,ITEM
2706,Foot_Switch.html,ITEM
2707,Foothill_Stable.html,LOCATION
2708,Footrace_Check-In.html,LOCATION
2709,Forbidden_City_Entry.html,QUEST
2709,Forbidden_City_Entry.html,ITEM
2710,Forbidden_Woods.html,LOCATION
2710,Forbidden_Woods.html,ISLAND
2710,Forbidden_Woods.html,DUNGEON
2711,Force_Fairy.html,ITEM
2712,Force_Fragment.html,ITEM
2713,Force_Gem.html,ITEM
2714,Force_Gem_Mimic.html,ENEMY
2714,Force_Gem_Mimic.html,CHARACTER
2716,Foreman_(Freshly-Picked_Tingle's_Rosy_Rupeeland).html,CHARACTER
2718,Forest's_General_Store.html,SHOP
2718,Forest's_General_Store.html,LOCATION
2721,Forest_Dweller's_Shield.html,ITEM
2723,Forest_Dweller's_Sword.html,ITEM
2723,Forest_Dweller's_Sword.html,WEAPON
2724,Forest_Firefly.html,ITEM
2725,Forest_Haven.html,LOCATION
2725,Forest_Haven.html,ISLAND
2726,Forest_Minish.html,CHARACTER
2727,Forest_Realm.html,LOCATION
2729,Forest_Stage.html,LOCATION
2731,Forest_Temple_(Ocarina_of_Time).html,LOCATION
2731,Forest_Temple_(Ocarina_of_Time).html,DUNGEON
2732,Forest_Temple_(Spirit_Tracks).html,LOCATION
2732,Forest_Temple_(Spirit_Tracks).html,DUNGEON
2735,Forest_Top.html,ITEM
2736,Forest_Training_Center.html,LOCATION
2737,Forest_Trousers.html,ITEM
2738,Forest_Water.html,LOCATION
2738,Forest_Water.html,STORE
2738,Forest_Water.html,ITEM
2739,Forest_of_Fairies.html,LOCATION
2740,Forest_of_Spirits.html,LOCATION
2742,Forest_of_Time_(Breath_of_the_Wild).html,LOCATION
2744,Forgotten_Sword.html,ITEM
2744,Forgotten_Sword.html,WEAPON
2745,Forgotten_Temple.html,LOCATION
2746,Forked_Lizal_Spear.html,LOCATION
2747,Forsaken_Fortress.html,LOCATION
2747,Forsaken_Fortress.html,DUNGEON
2748,Forsaken_Fortress_(Hyrule_Warriors).html,LOCATION
2748,Forsaken_Fortress_(Hyrule_Warriors).html,ISLAND
2749,Fort_Hateno.html,LOCATION
2750,Fortified_Pumpkin.html,ITEM
2751,Fortified_Shield.html,ITEM
2754,Fortress_of_Winds.html,LOCATION
2754,Fortress_of_Winds.html,DUNGEON
2756,Fortune's_Choice_Guy.html,CHARACTER
2757,Fortune-Teller.html,SHOP
2757,Fortune-Teller.html,LOCATION
2758,Fortune_Goddess.html,CHARACTER
2761,Fortune_Teller.html,CHARACTER
2762,Fossil_Stallord_Battle.html,LOCATION
2763,Foul_Fruit.html,SHOP
2763,Foul_Fruit.html,LOCATION
2763,Foul_Fruit.html,ITEM
2765,Fountain_Idol.html,SHOP
2765,Fountain_Idol.html,LOCATION
2765,Fountain_Idol.html,QUEST
2765,Fountain_Idol.html,ITEM
2766,Four-Eye_Reef.html,LOCATION
2767,Four_Giants.html,LOCATION
2767,Four_Giants.html,CHARACTER
2768,Four_Knights_of_the_Cobble_Kingdom.html,LOCATION
2769,Four_Sword.html,ITEM
2769,Four_Sword.html,WEAPON
2770,Four_Sword_Sanctuary.html,LOCATION
2771,Four_Swords_Adventures.html,VIDEOGAME
2772,Fox.html,RACE
2773,Fox_Mask.html,ITEM
2774,Fraaz.html,ENEMY
2774,Fraaz.html,CHARACTER
2775,Fragrant_Mushroom_SautÇ.html,ITEM
