,source,source_str,relation,name,dst_str,dst
889,835,Candle_(The_Adventure_of_Link).html,item_from,Zelda II,,
890,837,Candy_(The_Minish_Cap).html,charact_from,The Legend of Zelda,,
891,837,Candy_(The_Minish_Cap).html,live_in,Hyrule Town,Hyrule_Town.html,3797.0
892,838,Candy_(The_Wind_Waker).html,charact_from,The Legend of Zelda,,
893,838,Candy_(The_Wind_Waker).html,given_to,him,,
894,840,Cane_Sugar.html,item_from,The Legend of Zelda:,,
895,840,Cane_Sugar.html,obtain_from,stores,,
896,840,Cane_Sugar.html,store_as,the General Shoppe Goron Gusto Shop,,
897,841,Cane_of_Byrna.html,item_from,The Legend of Zelda,,
898,842,Cane_of_Pacci.html,item_from,The Legend of Zelda,,
899,842,Cane_of_Pacci.html,obtain_in,the Cave of Flames,,
900,842,Cane_of_Pacci.html,object_as,pots,,
901,843,Cane_of_Somaria.html,item_in,Legend,,
902,844,Canni.html,charact_from,The Legend of Zelda:,,
903,846,Cannon_(character).html,charact_from,The Legend of Zelda,,
904,846,Cannon_(character).html,live_on,Windfall Island,Windfall_Island.html,8478.0
905,847,Cannon_(weapon).html,weapon_in,the Legend of Zelda,,
906,848,Cannon_Boat.html,enemi_in,the Legend of Zelda,,
907,850,Cannon_Island.html,locat_from,The Legend of Zelda:,,
908,850,Cannon_Island.html,locat_in,the Southwestern Sea,,
909,850,Cannon_Island.html,island_with,hook,,
910,850,Cannon_Island.html,live_on,island,,
911,850,Cannon_Island.html,live_with,apprentice,,
912,851,Cannon_Turret.html,enemi_from,The Legend of Zelda,,
913,852,Canolo.html,charact_from,The Legend of Zelda:,,
914,856,Cap_of_Time.html,item_from,The Legend of Zelda:,,
915,856,Cap_of_Time.html,worn_by,Hero,,
916,856,Cap_of_Time.html,worn_as,part,,
917,856,Cap_of_Time.html,worn_by,Link,,
918,857,Cap_of_Twilight.html,item_from,The Legend of Zelda:,,
919,857,Cap_of_Twilight.html,worn_by,Link,Link.html,4550.0
920,857,Cap_of_Twilight.html,obtain_from,the Treasure Chests,,
921,858,Cap_of_the_Hero.html,item_from,The Legend of Zelda:,The_Legend_of_Zelda.html,7673.0
922,858,Cap_of_the_Hero.html,worn_by,Link,Link.html,4550.0
923,858,Cap_of_the_Hero.html,obtain_from,the Treasure Chests,,
924,859,Cap_of_the_Sky.html,item_in,The Legend of Zelda:,,
925,859,Cap_of_the_Sky.html,obtain_from,the Treasure Chests,,
926,860,Cap_of_the_Wild.html,item_from,The Legend of Zelda:,,
927,860,Cap_of_the_Wild.html,obtain_at,the Forgotten Temple,,
928,860,Cap_of_the_Wild.html,obtain_as,rewards,,
929,860,Cap_of_the_Wild.html,item_in,reference,,
930,861,Cap_of_the_Wind.html,item_from,The Legend of Zelda:,,
931,861,Cap_of_the_Wind.html,worn_by,Hero,,
932,861,Cap_of_the_Wind.html,worn_from,The Legend of Zelda,,
933,861,Cap_of_the_Wind.html,obtain_from,Treasure Chests,Treasure_Chest.html,8076.0
934,863,Cape_Cales.html,locat_from,The Legend of Zelda:,,
935,863,Cape_Cales.html,locat_in,region,,
936,863,Cape_Cales.html,region_of,Hyrule,Hyrule.html,3766.0
937,864,Cape_Cresia.html,locat_in,region,,
938,864,Cape_Cresia.html,region_of,Hyrule,Hyrule.html,3766.0
939,865,Cape_Treasure.html,locat_from,Rosy Rupeeland,,
940,865,Cape_Treasure.html,locat_within,the First Continent Cape Treasure,,
941,866,Caprice.html,charact_from,The Legend of Zelda,,
942,868,Captain's_Jacket.html,obtain_on,Koholint Island Adventure Map,,
943,869,Captain's_Trousers.html,obtain_on,Koholint Island Adventure Map,,
944,870,Captain.html,charact_from,The Legend of Zelda,,
945,871,Captain_Keeta.html,charact_from,The Legend of Zelda,,
946,872,Captain_Krin.html,charact_from,the Legend of Zelda,,
947,872,Captain_Krin.html,charact_by,Valiant,,
948,873,Captain_Stalfos.html,boss_of,the Pirate Hideaway,,
949,873,Captain_Stalfos.html,dungeon_in,Rosy Rupeeland,,
950,874,Captain_Viscen.html,charact_from,The Legend of Zelda,,
951,875,Captured_Memories.html,quest_from,The Legend of Zelda:,,
952,875,Captured_Memories.html,given_to,Link,Link.html,4550.0
953,876,Cara.html,charact_in,The Legend of Zelda:,,
954,877,Carben.html,charact_from,The Legend of Zelda,,
955,879,Carlov.html,charact_in,Legend,,
956,880,Carlov_Medal.html,item_from,The Legend of Zelda,,
957,883,Carock.html,boss_of,Maze Island Palace,Maze_Island_Palace.html,4966.0
958,883,Carock.html,dungeon_in,Zelda II,,
959,884,Carok_Bridge.html,locat_from,The Legend of Zelda:,,
960,884,Carok_Bridge.html,locat_in,region,,
961,884,Carok_Bridge.html,region_of,Hyrule,Hyrule.html,3766.0
962,887,Carpet_Merchant.html,charact_from,The Legend of Zelda,,
963,890,Carrot_Stew.html,item_from,The Legend of Zelda:,,
964,893,Cassiopia.html,charact_from,the Legend of Zelda,,
965,893,Cassiopia.html,charact_by,Valiant,,
966,893,Cassiopia.html,wife_of,the River Man,,
967,895,Castle_Courtyard.html,locat_from,The Legend of Zelda,,
968,895,Castle_Courtyard.html,locat_inside,Hyrule Castle,Hyrule_Castle.html,3769.0
969,897,Castle_Grounds.html,locat_from,The Legend of Zelda,,
970,898,Castle_Town.html,locat_from,The Legend of Zelda,,
971,898,Castle_Town.html,locat_within,walls,,
972,899,Castle_Town_Prison.html,locat_from,The Legend of Zelda:,,
973,899,Castle_Town_Prison.html,locat_in,region,,
974,899,Castle_Town_Prison.html,locat_on,west,,
975,900,Castle_Town_Shop.html,shop_from,The Legend of Zelda,,
976,900,Castle_Town_Shop.html,item_including,treasures,Treasures.html,8086.0
977,901,Castle_Town_Watchtower.html,locat_from,The Legend of Zelda:,,
978,901,Castle_Town_Watchtower.html,locat_in,area,,
979,902,Castor_Wilds.html,locat_from,The Legend of Zelda,,
980,902,Castor_Wilds.html,live_in,it,,
981,903,Cat.html,race_of,animals,,
982,903,Cat.html,race_in,Legend,,
983,909,Category_Armos.html,enemi_from,The Legend of Zelda,The_Legend_of_Zelda_series.html,7812.0
984,923,Category_BS_Zelda_characters.html,charact_from,BS,,
985,924,Category_BS_Zelda_items.html,item_from,BS,,
986,926,Category_Bags.html,item_in,Legend of Zelda,The_Legend_of_Zelda_series.html,7812.0
987,928,Category_Beta.html,releas_into,game,,
988,931,Category_Beta_characters.html,charact_in,The Legend of Zelda,The_Legend_of_Zelda_series.html,7812.0
989,937,Category_Bombers'_Notebook.html,charact_in,Notebook,,
990,940,Category_Boomerangs.html,weapon_in,The Legend of Zelda,,
991,941,Category_Bosses.html,boss_in,The Legend of Zelda,,
992,955,"Category_Characters,_Lists.html",charact_in,game,,
993,956,Category_Characters.html,charact_from,The Legend of Zelda,,
994,983,Category_Dishes.html,obtain_by,Cooking Ingredients,Category_Cooking_Ingredients.html,972.0
995,988,Category_Enemies.html,enemi_from,The Legend of Zelda,,
996,990,Category_Enemy_Weapons.html,enemi_in,the Legend of Zelda,,
997,995,Category_Fairy_Clothing.html,item_for,Companion Fairies,Companion_Fairies.html,1686.0
998,995,Category_Fairy_Clothing.html,item_from,Hyrule Warriors Legends,Hyrule_Warriors_Legends.html,3802.0
999,996,Category_Fairy_Foods.html,item_from,Hyrule Warriors Legends,Hyrule_Warriors_Legends.html,3802.0
1000,1002,Category_Final_bosses.html,boss_in,Legend,,
1001,1011,Category_Freshly-Picked_Tingle's_Rosy_Rupeeland_bosses.html,boss_in,Rosy Rupeeland,,
1002,1013,Category_Freshly-Picked_Tingle's_Rosy_Rupeeland_dungeons.html,dungeon_in,Rosy Rupeeland,,
1003,1015,Category_Freshly-Picked_Tingle's_Rosy_Rupeeland_items.html,item_in,Rosy Rupeeland,,
1004,1022,Category_Game_Secrets.html,item_in,series,,
1005,1025,Category_Gerudo.html,race_of,thieves,,
1006,1029,Category_Gorons.html,race_in,The Legend of Zelda,,
1007,1038,Category_Horse_Gear.html,item_in,The Legend of Zelda,,
1008,1039,Category_Humans.html,race_as,Humans,Human.html,3728.0
1009,1046,Category_Hyrule_Warriors_bosses.html,boss_in,Hyrule Warriors,Hyrule_Warriors.html,3801.0
1010,1048,Category_Hyrule_Warriors_enemies.html,enemi_from,Hyrule Warriors,Hyrule_Warriors.html,3801.0
1011,1051,Category_Hyrule_Warriors_locations.html,locat_from,Hyrule Warriors & Hyrule Warriors Legends,,
1012,1056,Category_Instruments.html,charact_throughout,Legend,,
1013,1057,Category_Islands.html,island_throughout,the Great Sea,,
1014,1059,"Category_Items,_Lists.html",item_in,game,,
1015,1065,Category_Kokiri.html,race_of,dwellers,,
1016,1066,Category_Koroks.html,race_of,spirits,,
1017,1066,Category_Koroks.html,race_from,The Legend of Zelda,,
1018,1069,Category_Letters.html,charact_in,Legend,,
1019,1072,Category_Link's_Crossbow_Training_bosses.html,boss_from,Training,,
1020,1073,Category_Link's_Crossbow_Training_characters.html,charact_from,Training,,
1021,1075,Category_Link's_Crossbow_Training_items.html,item_from,Training,,
1022,1076,Category_Link's_Crossbow_Training_locations.html,locat_from,Training,,
1023,1077,Category_Link's_Crossbow_Training_races.html,race_in,Training,,
1024,1081,"Category_Locations,_Lists.html",locat_in,game,,
1025,1082,Category_Locations.html,locat_throughout,Legend,,
1026,1090,Category_Materials.html,item_in,The Legend of Zelda,The_Legend_of_Zelda_series.html,7812.0
1027,1092,Category_Mini-bosses.html,boss_of,The Legend of Zelda,,
1028,1093,Category_Mini-dungeons.html,dungeon_in,The Legend of Zelda,,
1029,1101,Category_Monkeys.html,race_from,The Legend of Zelda,,
1030,1106,Category_Neckwear.html,worn_around,neck,,
1031,1106,Category_Neckwear.html,worn_in,The Legend of Zelda,The_Legend_of_Zelda_series.html,7812.0
1032,1132,Category_Quests.html,quest_in,Legend,,
1033,1134,Category_Races.html,race_in,the Legend of Zelda,,
1034,1137,Category_Rito.html,race_in,The Legend of Zelda,,
1035,1143,Category_Sheikah.html,race_in,The Legend of Zelda,,
1036,1149,Category_Shops.html,shop_in,the Legend of Zelda,,
1037,1150,Category_Shrines.html,shrine_in,The Legend of Zelda:,,
1038,1164,Category_Stables.html,locat_in,The Legend of Zelda:,,
1039,1165,Category_Stamina_Restoring_Items.html,item_in,The Legend of Zelda,,
1040,1169,Category_Super_Smash_Bros-2.html,charact_from,Legend,,
1041,1174,Category_Swords.html,sword_in,The Legend of Zelda,The_Legend_of_Zelda_series.html,7812.0
1042,1184,Category_The_Legend_of_Zelda_Item_Images.html,item_from,The Legend of Zelda,The_Legend_of_Zelda.html,7673.0
1043,1185,Category_The_Legend_of_Zelda_Location_Images.html,locat_from,The Legend of Zelda,The_Legend_of_Zelda.html,7673.0
1044,1187,Category_The_Legend_of_Zelda__A_Link_Between_Worlds_Character_Images.html,charact_from,The Legend of Zelda,,
1045,1190,Category_The_Legend_of_Zelda__A_Link_Between_Worlds_Item_Images.html,item_from,The Legend of Zelda,,
1046,1191,Category_The_Legend_of_Zelda__A_Link_Between_Worlds_Location_Images.html,locat_from,The Legend of Zelda,,
1047,1197,Category_The_Legend_of_Zelda__A_Link_Between_Worlds_locations.html,locat_from,The Legend of Zelda,,
1048,1214,Category_The_Legend_of_Zelda__A_Link_to_the_Past_mini-bosses.html,boss_from,The Legend of Zelda,,
1049,1222,Category_The_Legend_of_Zelda__Breath_of_the_Wild_Item_Images.html,item_from,The Legend of Zelda:,,
1050,1224,Category_The_Legend_of_Zelda__Breath_of_the_Wild_bosses.html,boss_in,The Legend of Zelda:,,
1051,1225,Category_The_Legend_of_Zelda__Breath_of_the_Wild_characters.html,charact_in,The Legend of Zelda:,,
1052,1227,Category_The_Legend_of_Zelda__Breath_of_the_Wild_enemies.html,enemi_in,The Legend of Zelda:,,
1053,1228,Category_The_Legend_of_Zelda__Breath_of_the_Wild_items.html,item_in,The Legend of Zelda:,,
1054,1229,Category_The_Legend_of_Zelda__Breath_of_the_Wild_locations.html,locat_in,The Legend of Zelda:,,
1055,1233,Category_The_Legend_of_Zelda__Breath_of_the_Wild_quests.html,quest_in,The Legend of Zelda:,,
1056,1234,Category_The_Legend_of_Zelda__Breath_of_the_Wild_races.html,race_in,The Legend of Zelda:,,
1057,1242,Category_The_Legend_of_Zelda__Four_Swords_Adventures_bosses.html,boss_in,The Legend of Zelda,,
1058,1247,Category_The_Legend_of_Zelda__Four_Swords_Adventures_locations.html,locat_from,The Legend of Zelda,,
1059,1248,Category_The_Legend_of_Zelda__Four_Swords_Adventures_mini-bosses.html,boss_from,The Legend of Zelda,,
1060,1250,Category_The_Legend_of_Zelda__Four_Swords_Adventures_quest_items.html,item_from,The Legend of Zelda,,
1061,1257,Category_The_Legend_of_Zelda__Four_Swords_bosses.html,boss_in,The Legend of Zelda,,
1062,1261,Category_The_Legend_of_Zelda__Four_Swords_locations.html,locat_from,The Legend of Zelda,,
1063,1262,Category_The_Legend_of_Zelda__Four_Swords_mini-bosses.html,boss_in,Swords,,
1064,1273,Category_The_Legend_of_Zelda__Link's_Awakening_dungeons.html,dungeon_in,The Legend of Zelda,,
1065,1287,Category_The_Legend_of_Zelda__Majora's_Mask_bosses.html,boss_in,The Legend of Zelda,,
1066,1293,Category_The_Legend_of_Zelda__Majora's_Mask_mini-bosses.html,boss_from,The Legend of Zelda,,
1067,1305,Category_The_Legend_of_Zelda__Ocarina_of_Time_bosses.html,boss_in,The Legend of Zelda,,
1068,1311,Category_The_Legend_of_Zelda__Ocarina_of_Time_mini-bosses.html,boss_from,The Legend of Zelda,,
1069,1326,Category_The_Legend_of_Zelda__Oracle_of_Ages_locations.html,locat_in,Labrynna,Labrynna.html,4320.0
1070,1342,Category_The_Legend_of_Zelda__Oracle_of_Seasons_locations.html,locat_in,The Legend of Zelda:,,
1071,1355,Category_The_Legend_of_Zelda__Phantom_Hourglass_dungeons.html,dungeon_in,The Legend of Zelda:,,
1072,1359,Category_The_Legend_of_Zelda__Phantom_Hourglass_mini-bosses.html,boss_from,The Legend of Zelda,,
1073,1364,Category_The_Legend_of_Zelda__Skyward_Sword_Character_Images.html,charact_from,The Legend of Zelda,,
1074,1365,Category_The_Legend_of_Zelda__Skyward_Sword_Enemy_Images.html,enemi_from,The Legend of Zelda,,
1075,1367,Category_The_Legend_of_Zelda__Skyward_Sword_Item_Images.html,item_from,The Legend of Zelda,,
1076,1368,Category_The_Legend_of_Zelda__Skyward_Sword_Location_Images.html,locat_from,The Legend of Zelda,,
1077,1369,Category_The_Legend_of_Zelda__Skyward_Sword_bosses.html,boss_from,The Legend of Zelda,,
1078,1371,Category_The_Legend_of_Zelda__Skyward_Sword_dungeons.html,dungeon_in,The Legend of Zelda,,
1079,1372,Category_The_Legend_of_Zelda__Skyward_Sword_enemies.html,enemi_from,The Legend of Zelda,,
1080,1373,Category_The_Legend_of_Zelda__Skyward_Sword_items.html,item_from,The Legend of Zelda,,
1081,1374,Category_The_Legend_of_Zelda__Skyward_Sword_locations.html,locat_from,The Legend of Zelda,,
1082,1375,Category_The_Legend_of_Zelda__Skyward_Sword_mini-bosses.html,boss_from,The Legend of Zelda,,
1083,1377,Category_The_Legend_of_Zelda__Skyward_Sword_quest_items.html,item_in,The Legend of Zelda,,
1084,1378,Category_The_Legend_of_Zelda__Skyward_Sword_races.html,race_in,The Legend of Zelda,,
1085,1381,Category_The_Legend_of_Zelda__Spirit_Tracks_Character_Images.html,charact_from,The Legend of Zelda,,
1086,1382,Category_The_Legend_of_Zelda__Spirit_Tracks_Enemy_Images.html,enemi_from,The Legend of Zelda,,
1087,1384,Category_The_Legend_of_Zelda__Spirit_Tracks_Item_Images.html,item_from,The Legend of Zelda,,
1088,1385,Category_The_Legend_of_Zelda__Spirit_Tracks_Location_Images.html,locat_from,The Legend of Zelda,,
1089,1386,Category_The_Legend_of_Zelda__Spirit_Tracks_bosses.html,boss_from,The Legend of Zelda,,
1090,1388,Category_The_Legend_of_Zelda__Spirit_Tracks_dungeons.html,dungeon_from,The Legend of Zelda,,
1091,1389,Category_The_Legend_of_Zelda__Spirit_Tracks_enemies.html,enemi_from,The Legend of Zelda,,
1092,1390,Category_The_Legend_of_Zelda__Spirit_Tracks_items.html,item_from,The Legend of Zelda,,
1093,1391,Category_The_Legend_of_Zelda__Spirit_Tracks_locations.html,locat_from,The Legend of Zelda,,
1094,1392,Category_The_Legend_of_Zelda__Spirit_Tracks_mini-bosses.html,boss_from,The Legend of Zelda,,
1095,1394,Category_The_Legend_of_Zelda__Spirit_Tracks_quest_items.html,item_from,The Legend of Zelda,,
1096,1408,Category_The_Legend_of_Zelda__The_Minish_Cap_mini-bosses.html,boss_from,The Legend of Zelda,,
1097,1413,Category_The_Legend_of_Zelda__The_Wind_Waker_Character_Images.html,charact_from,The Legend of Zelda,,
1098,1418,Category_The_Legend_of_Zelda__The_Wind_Waker_bosses.html,boss_in,The Legend of Zelda,,
1099,1421,Category_The_Legend_of_Zelda__The_Wind_Waker_enemies.html,enemi_in,The Legend of Zelda,,
1100,1424,Category_The_Legend_of_Zelda__The_Wind_Waker_mini-bosses.html,boss_in,Waker,,
1101,1433,Category_The_Legend_of_Zelda__Tri_Force_Heroes_bosses.html,boss_in,The Legend of Zelda: Tri Force,,
1102,1434,Category_The_Legend_of_Zelda__Tri_Force_Heroes_characters.html,charact_in,The Legend of Zelda: Tri Force,,
1103,1435,Category_The_Legend_of_Zelda__Tri_Force_Heroes_enemies.html,enemi_in,The Legend of Zelda: Tri Force,,
1104,1436,Category_The_Legend_of_Zelda__Tri_Force_Heroes_items.html,item_in,The Legend of Zelda: Tri Force,,
1105,1437,Category_The_Legend_of_Zelda__Tri_Force_Heroes_locations.html,locat_in,The Legend of Zelda: Tri Force,,
1106,1439,Category_The_Legend_of_Zelda__Tri_Force_Heroes_races.html,race_in,The Legend of Zelda: Tri Force,,
1107,1441,Category_The_Legend_of_Zelda__Twilight_Princess_Character_Images.html,charact_from,The Legend of Zelda:,,
1108,1452,Category_The_Legend_of_Zelda__Twilight_Princess_mini-bosses.html,boss_in,Twilight Princess,The_Legend_of_Zelda__Twilight_Princess.html,7798.0
1109,1459,Category_The_Legend_of_Zelda_bosses.html,boss_in,The Legend of Zelda,The_Legend_of_Zelda.html,7673.0
1110,1473,Category_Trading_quests.html,quest_in,Legend,,
1111,1477,Category_Twili.html,race_from,the Twilight Realm,,
1112,1492,Category_Weapons.html,weapon_from,Legend,,
1113,1501,Category_Zelda_II__The_Adventure_of_Link_Images.html,item_from,Zelda II,,
1114,1504,Category_Zelda_II__The_Adventure_of_Link_bosses.html,boss_in,Zelda II,,
1115,1506,Category_Zelda_II__The_Adventure_of_Link_dungeons.html,dungeon_in,Zelda II,,
1116,1509,Category_Zelda_II__The_Adventure_of_Link_locations.html,locat_in,Zelda II,,
1117,1513,Category_Zelda__The_Wand_of_Gamelon_Characters.html,charact_from,game,,
1118,1516,Category_Zora.html,race_from,The Legend of Zelda,The_Legend_of_Zelda_series.html,7812.0
1119,1517,Catfish's_Maw.html,dungeon_in,The Legend of Zelda,,
1120,1517,Catfish's_Maw.html,locat_inside,catfish,,
1121,1518,Catfish.html,charact_from,The Legend of Zelda,,
1122,1519,Catfish_Deyansu.html,enemi_from,Rosy Rupeeland,,
1123,1521,Cave_of_Flames.html,dungeon_in,The Legend of Zelda,,
1124,1522,Cave_of_No_Return.html,locat_from,The Legend of Zelda,,
1125,1526,Cawlin's_Letter.html,item_from,The Legend of Zelda,,
1126,1527,Cawlin.html,charact_from,The Legend of Zelda,,
1127,1529,Cecili.html,charact_in,The Legend of Zelda:,,
1128,1530,Cecilia.html,charact_in,The Legend of Zelda:,,
1129,1530,Cecilia.html,region_of,Hyrule,Hyrule.html,3766.0
1130,1531,Celessa.html,charact_from,The Legend of Zelda:,,
1131,1531,Celessa.html,region_of,East Necluda,East_Necluda.html,2275.0
1132,1532,Cemetery.html,locat_from,The Legend of Zelda,,
1133,1532,Cemetery.html,region_of,Koholint Island,Koholint_Island.html,4244.0
1134,1532,Cemetery.html,locat_in,center,,
1135,1533,Central_Hyrule.html,locat_from,The Legend of Zelda:,,
1136,1534,Central_Hyrule_Tower.html,locat_in,The Legend of Zelda:,,
1137,1534,Central_Hyrule_Tower.html,locat_in,the Central Hyrule region,,
1138,1535,Central_Square.html,locat_from,The Legend of Zelda:,,
1139,1535,Central_Square.html,locat_in,the Hyrule Castle Town Ruins,,
1140,1536,Central_Tower.html,locat_in,The Legend of Zelda:,,
1141,1536,Central_Tower.html,locat_in,the Hyrule Field region,,
1142,1537,Cephla_Lake.html,locat_in,The Legend of Zelda:,,
1143,1537,Cephla_Lake.html,locat_in,region,,
1144,1537,Cephla_Lake.html,region_of,Hyrule,Hyrule.html,3766.0
1145,1538,Ceremonial_Trident.html,item_from,The Legend of Zelda:,,
1146,1542,Chaas_Qeta_Shrine.html,shrine_from,The Legend of Zelda:,,
1147,1542,Chaas_Qeta_Shrine.html,locat_on,Tenoko Island,Tenoko_Island.html,7601.0
1148,1543,Chabi.html,charact_from,The Legend of Zelda:,,
1149,1544,Chai.html,charact_from,The Legend of Zelda,,
1150,1545,Challenges.html,obtain_from,StreetPasses,StreetPass.html,7360.0
1151,1545,Challenges.html,obtain_with,users,,
1152,1545,Challenges.html,obtain_after,five hours,,
1153,1547,Chamber_of_Sages.html,locat_in,the Legend of Zelda,,
1154,1548,Chambers_of_Insight.html,locat_from,The Legend of Zelda,,
1155,1548,Chambers_of_Insight.html,inhabit_by,fairies,Fairy.html,2472.0
1156,1549,Champion's_Gate.html,locat_in,region,,
1157,1549,Champion's_Gate.html,region_of,Hyrule,Hyrule.html,3766.0
1158,1550,Champion's_Gate_North.html,locat_from,The Legend of Zelda:,,
1159,1550,Champion's_Gate_North.html,locat_in,region,,
1160,1550,Champion's_Gate_North.html,region_of,Hyrule A Luminous Stone Talus,,
1161,1551,Champion's_Tunic.html,worn_by,Link,Link.html,4550.0
1162,1551,Champion's_Tunic.html,worn_as,Champion,Champions.html,1554.0
1163,1552,Champion.html,charact_from,The Legend of Zelda:,,
1164,1552,Champion.html,worn_by,Zelda,Princess_Zelda.html,5974.0
1165,1552,Champion.html,worn_by,Daruk,Daruk.html,1911.0
1166,1554,Champions.html,charact_from,The Legend of Zelda:,,
1167,1554,Champions.html,worn_by,Zelda,Princess_Zelda.html,5974.0
1168,1554,Champions.html,worn_by,Daruk,Daruk.html,1911.0
1169,1555,Chancellor's_Hat.html,obtain_on,Map,,
1170,1556,Chancellor's_Jacket.html,obtain_on,Map,,
1171,1557,Chancellor's_Trousers.html,obtain_on,Map,,
1172,1558,Chancellor_Cole.html,charact_from,The Legend of Zelda,,
1173,1559,Chancellor_Cole_(boss).html,boss_from,The Legend of Zelda,,
1174,1561,Charge_Ring.html,obtain_in,Oracle,,
1175,1561,Charge_Ring.html,obtain_by,means,,
1176,1562,Charles_of_Moria.html,charact_from,Shadow Prince,,
1177,1567,Chaser.html,enemi_in,The Legend of Zelda,,
1178,1568,Chasupa.html,enemi_in,Legend,,
1179,1568,Chasupa.html,releas_in,localization,,
1180,1569,Chateau_Romani.html,item_from,The Legend of Zelda,,
1181,1569,Chateau_Romani.html,store_in,containers,,
1182,1571,Cheep-Cheep.html,enemi_in,the Legend of Zelda,,
1183,1571,Cheep-Cheep.html,enemi_from,series,,
1184,1572,Cheer_Outfit.html,item_from,The Legend of Zelda:,,
1185,1573,Cheesy_Mustache.html,given_to,Comedian,Comedian.html,1682.0
1186,1573,Cheesy_Mustache.html,given_in,exchange,,
1187,1573,Cheesy_Mustache.html,quest_for,Sword,,
1188,1574,Cheetah_Costume.html,item_from,The Legend of Zelda:,,
1189,1574,Cheetah_Costume.html,live_in,Hytopia,Hytopia.html,3814.0
1190,1576,Chef_(Freshly-Picked_Tingle's_Rosy_Rupeeland).html,charact_from,Rosy Rupeeland,,
1191,1577,Chef_(Oracle_of_Ages).html,quest_for,Noble Sword,Noble_Sword.html,5467.0
1192,1578,"Chef_Aurie_Taamu,_Vol-2.html",item_from,The Legend of Zelda:,,
1193,1578,"Chef_Aurie_Taamu,_Vol-2.html",locat_atop,books,,
1194,1579,"Chef_Aurie_Taamu,_Vol.html",item_from,The Legend of Zelda:,,
1195,1580,Chef_Bear.html,charact_from,The Legend of Zelda,,
1196,1581,Cherry.html,charact_in,The Legend of Zelda:,,
1197,1582,Chessica.html,charact_from,The Legend of Zelda:,,
1198,1582,Chessica.html,region_of,Hyrule,Hyrule.html,3766.0
1199,1583,Chest.html,object_in,Legend,,
1200,1584,Cheval's_Grave.html,locat_beneath,grave,,
1201,1587,Chickaloo_Tree_Nut.html,item_from,The Legend of Zelda:,,
1202,1588,Chief's_Diary.html,item_from,The Legend of Zelda:,,
1203,1589,Chief's_Room.html,locat_within,Goron City,Goron_City.html,3200.0
1204,1589,Chief's_Room.html,locat_on,floor,,
1205,1590,Chief_Soldier.html,enemi_from,The Legend of Zelda,,
1206,1590,Chief_Soldier.html,enemi_of,Lake Hylia,Lake_Hylia.html,4336.0
1207,1590,Chief_Soldier.html,enemi_in,stages,,
1208,1591,Chiko's_Grandmother.html,charact_from,Rosy Rupeeland,,
1209,1592,Chiko's_Mum.html,charact_from,Rosy Rupeeland,,
1210,1592,Chiko's_Mum.html,item_from,Tingle,Tingle.html,7934.0
1211,1593,Chiko.html,charact_from,child,,
1212,1593,Chiko.html,live_in,Port Town,Port_Town.html,5900.0
1213,1593,Chiko.html,live_with,mother,Chiko%27s_Mum.html,1592.0
1214,1594,Children_of_Ordon.html,live_in,Ordon Village,Ordon_Village.html,5609.0
1215,1595,Chilfos.html,enemi_from,The Legend of Zelda:,,
1216,1596,Chillfin_Trout.html,store_of,Zora's Domain Link,,
1217,1597,Chillshroom.html,item_from,The Legend of Zelda:,,
1218,1598,Chilly_Elixir.html,item_from,The Legend of Zelda:,,
1219,1599,Chio.html,charact_from,The Legend of Zelda:,,
1220,1601,Chorak.html,charact_in,The Legend of Zelda:,,
1221,1602,Chork.html,charact_from,The Legend of Zelda:,,
1222,1602,Chork.html,region_of,Hyrule,Hyrule.html,3766.0
1223,1603,Chris_Houlihan.html,charact_from,The Legend of Zelda,,
1224,1605,Christine.html,charact_from,The Legend of Zelda,,
1225,1606,Chu.html,store_in,bottles,Bottle.html,697.0
1226,1607,ChuChu.html,enemi_in,the Legend of Zelda,,
1227,1607,ChuChu.html,defeat_with,weapons,,
1228,1607,ChuChu.html,weapon_as,Boomerang,Boomerang.html,676.0
1229,1608,Chu_Chu.html,enemi_in,the Legend of Zelda,,
1230,1608,Chu_Chu.html,defeat_with,weapons,,
1231,1608,Chu_Chu.html,weapon_as,Boomerang,Boomerang.html,676.0
1232,1609,Chu_Jelly.html,item_in,the Legend of Zelda series,The_Legend_of_Zelda_series.html,7812.0
1233,1610,Chu_Jelly_Juice_Shop.html,shop_from,The Legend of Zelda,,
1234,1611,Chu_Worm.html,enemi_from,The Legend of Zelda:,,
1235,1611,Chu_Worm.html,defeat_with,swipes,,
1236,1612,Chuchu_Jelly.html,item_from,The Legend of Zelda:,,
1237,1612,Chuchu_Jelly.html,shop_for,Rupees,Rupee.html,6442.0
1238,1613,Chudley's_Fine_Goods_and_Fancy_Trinkets_Emporium.html,shop_from,The Legend of Zelda:,,
1239,1615,Chumin.html,charact_from,The Legend of Zelda:,,
1240,1616,Cia's_Bracelet.html,worn_by,Cia,Cia.html,1618.0
1241,1617,Cia's_Staff.html,weapon_of,moveset,,
1242,1619,Ciela.html,charact_from,The Legend of Zelda,,
1243,1620,Cima.html,charact_from,The Legend of Zelda:,,
1244,1624,City_in_the_Sky.html,dungeon_from,The Legend of Zelda: Twilight Princess,The_Legend_of_Zelda__Twilight_Princess.html,7798.0
1245,1624,City_in_the_Sky.html,inhabit_by,Oocca,Oocca.html,5581.0
1246,1625,City_in_the_Sky__Defender.html,locat_in,the City,,
